id,country_id,city_id,name,slug,type,place_kind,category,tags,description_short,lat,lng,address,website,phone,instagram,google_maps_url,price_level
lgk-the-cliff-restaurant-bar,my,lgk,🍽️ The Cliff Restaurant & Bar,lgk-the-cliff-restaurant-bar,restaurant,business,restaurant,"[""restaurant"",""sunset"",""view""]",Ресторан и бар на скале с видом на Pantai Cenang и закаты над морем.,6.2956,99.7263,"Pantai Cenang, Langkawi",—,,,,
lgk-yellow-cafe,my,lgk,☕ Yellow Café,lgk-yellow-cafe,cafe,business,cafe,"[""cafe"",""beach"",""cocktails""]",Неформальное пляжное кафе с коктейлями и живой атмосферой.,6.2932,99.7268,Pantai Cenang,—,,,,
lgk-orkid-ria-seafood-restaurant,my,lgk,🦞 Orkid Ria Seafood Restaurant,lgk-orkid-ria-seafood-restaurant,seafood,business,seafood,"[""seafood"",""restaurant"",""local""]",Известный ресторан морепродуктов в городе Куах.,6.3102,99.8509,"Kuah, Langkawi",—,,,,
lgk-sunset-dinner-cruise-langkawi,my,lgk,🛥️ Sunset Dinner Cruise Langkawi,lgk-sunset-dinner-cruise-langkawi,cruise,business,cruise,"[""cruise"",""sunset"",""romantic""]","Вечерний морской круиз вокруг островов Лангкави с ужином, музыкой и закатом над Андаманским морем.",6.315,99.842,"Kuah Jetty, Langkawi",—,,,,
lgk-wonderland-food-store,my,lgk,🦐 Wonderland Food Store,lgk-wonderland-food-store,seafood,business,seafood,"[""seafood"",""local"",""budget""]","Популярный локальный ресторан морепродуктов рядом с Kuah Jetty, известный демократичными ценами и свежей рыбой.",6.3139,99.847,"Kuah, Langkawi",—,,,,
mkz-red-square,my,mkz,🟥 Red Square,mkz-red-square,unesco,showplace,unesco,"[""unesco"",""colonial"",""landmark"",""heritage""]",Историческая площадь с красными зданиями голландской эпохи — визитная карточка Малакки и символ её колониального прошлого.,2.192,102.2485,"Dutch Square, Melaka",—,,,,
mkz-st-paul-s-hill-church-ruins,my,mkz,⛰️ St. Paul’s Hill & Church Ruins,mkz-st-paul-s-hill-church-ruins,church,showplace,church,"[""church"",""ruins"",""history"",""viewpoint""]",Холм с руинами старейшей протестантской церкви Юго-Восточной Азии и панорамным видом на реку и город.,2.193,102.2487,"St. Paul’s Hill, Melaka",—,,,,
mkz-a-famosa-fortress,my,mkz,🏰 A Famosa Fortress,mkz-a-famosa-fortress,fortress,showplace,fortress,"[""fortress"",""portuguese"",""history"",""unesco""]","Остатки самой старой европейской крепости в Юго-Восточной Азии, построенной португальцами в XVI веке.",2.1933,102.249,"Jalan Gereja, Melaka",—,,,,
mkz-jonker-street,my,mkz,🛍️ Jonker Street,mkz-jonker-street,street,showplace,street,"[""street"",""heritage"",""shopping"",""walking""]","Главная улица старого города с антикварными лавками, кафе и ночным рынком.",2.194,102.2475,"Jalan Hang Jebat, Melaka",—,,,,
mkz-cheng-ho-cultural-museum,my,mkz,🏛️ Cheng Ho Cultural Museum,mkz-cheng-ho-cultural-museum,museum,showplace,museum,"[""museum"",""chinese"",""history"",""culture""]","Музей, посвящённый великому китайскому адмиралу Чжэн Хэ и его влиянию на историю Малакки.",2.1945,102.247,"51 Lorong Hang Jebat, Melaka",—,,,,
mkz-kampung-kling-mosque,my,mkz,🕌 Kampung Kling Mosque,mkz-kampung-kling-mosque,mosque,showplace,mosque,"[""mosque"",""heritage"",""architecture"",""culture""]","Одна из старейших действующих мечетей Малайзии с уникальной смесью индийской, китайской и малайской архитектуры.",2.1928,102.2468,"Jalan Tukang Emas, Melaka",—,,,,
mkz-christ-church-melaka,my,mkz,✝️ Christ Church Melaka,mkz-christ-church-melaka,church,showplace,church,"[""church"",""colonial"",""heritage"",""unesco""]","Самое старое действующее протестантское здание в Юго-Восточной Азии, построенное голландцами в 1753 году.",2.1922,102.2486,"Dutch Square, Melaka",—,,,,
mkz-nancy-s-kitchen,my,mkz,🍽️ Nancy’s Kitchen,mkz-nancy-s-kitchen,peranakan,business,peranakan,"[""peranakan"",""local-food"",""heritage"",""restaurant""]",Уютный ресторан перанаканской кухни в старом доме с садом.,2.1942,102.2472,"128 Jalan Tun Tan Cheng Lock, Melaka",—,,,,
mkz-the-daily-fix-cafe,my,mkz,☕ The Daily Fix Cafe,mkz-the-daily-fix-cafe,cafe,business,cafe,"[""cafe"",""coffee"",""breakfast"",""specialty""]",Стильное кафе с качественным кофе и завтраками в колониальном здании.,2.1938,102.2478,"8 Jalan Hang Lekir, Melaka",—,,,,
mkz-geographer-cafe,my,mkz,🍹 Geographer Cafe,mkz-geographer-cafe,cafe,business,cafe,"[""cafe"",""river-view"",""sunset"",""photo""]",Легендарное кафе на берегу реки с видом на мечеть и историческим центром.,2.1941,102.2474,"128 Jalan Kampung Pantai, Melaka",—,,,,
mkz-riverine-coffee,my,mkz,☕ Riverine Coffee,mkz-riverine-coffee,cafe,business,cafe,"[""cafe"",""coffee"",""river-view"",""modern""]",Кофейня с панорамным видом на реку и исторический интерьер.,2.1935,102.248,"Jalan Merdeka, Melaka",—,,,,
mkz-capitol-satay,my,mkz,🍢 Capitol Satay,mkz-capitol-satay,street-food,business,street-food,"[""street-food"",""satay"",""local"",""budget""]",Легендарная точка с самым вкусным сатэй в Малакке.,2.195,102.249,"Jalan Bendahara, Melaka",—,,,,
mkz-jonker-walk-night-market,my,mkz,🌙 Jonker Walk Night Market,mkz-jonker-walk-night-market,night-market,business,night-market,"[""night-market"",""street-food"",""weekend"",""vibe""]","Вечерний рынок по выходным с уличной едой, сувенирами и живой музыкой.",2.194,102.2475,"Jonker Street, Melaka",—,,,,
png-george-town-unesco-world-heritage-area,my,png,🏙️ George Town UNESCO World Heritage Area,png-george-town-unesco-world-heritage-area,unesco,showplace,unesco,"[""unesco"",""old-town"",""heritage""]","Исторический центр Джорджтауна — объект UNESCO с колониальной архитектурой, храмами и уличным искусством.",5.4141,100.3288,"George Town, Penang",—,,,,
png-penang-hill,my,png,🏔️ Penang Hill,png-penang-hill,viewpoint,showplace,viewpoint,"[""viewpoint"",""hill"",""nature""]",Горная зона с фуникулёром и панорамными видами на остров и материк.,5.4119,100.2773,Penang Hill,—,,,,
png-kek-lok-si-temple,my,png,🛕 Kek Lok Si Temple,png-kek-lok-si-temple,temple,showplace,temple,"[""temple"",""buddhism"",""landmark""]",Крупнейший буддийский храм Малайзии с пагодами и статуей богини Гуань Инь.,5.3961,100.2734,"Air Itam, Penang",—,,,,
png-cheong-fatt-tze-blue-mansion,my,png,🏛️ Cheong Fatt Tze – Blue Mansion,png-cheong-fatt-tze-blue-mansion,mansion,showplace,mansion,"[""mansion"",""museum"",""heritage""]",Знаменитый «Синий особняк» — музей и бутик-отель в китайско-колониальном стиле.,5.4172,100.3356,"Leith St, George Town",—,,,,
png-penang-street-art,my,png,🎨 Penang Street Art,png-penang-street-art,street-art,showplace,street-art,"[""street-art"",""culture"",""city""]","Знаменитая улица с интерактивным стрит-артом, ставшая визитной карточкой Пенанга.",5.4176,100.3365,"Armenian Street, Penang",—,,,,
png-clan-jetties-of-penang,my,png,🏘 Clan Jetties of Penang,png-clan-jetties-of-penang,heritage,showplace,heritage,"[""heritage"",""waterfront"",""culture""]",Деревянные поселения на сваях — уникальное наследие китайских кланов Пенанга.,5.4166,100.3391,"Weld Quay, Penang",—,,,,
png-gurney-drive-hawker-centre,my,png,🍜 Gurney Drive Hawker Centre,png-gurney-drive-hawker-centre,street-food,business,street-food,"[""street-food"",""hawker"",""local""]",Знаменитый фудкорт под открытым небом — сердце уличной кухни Пенанга.,5.4386,100.308,Gurney Drive,—,,,,
png-china-house,my,png,🏯 China House,png-china-house,cafe,business,cafe,"[""cafe"",""art"",""dessert""]","Огромное арт-пространство с кафе, галереями и одной из самых больших коллекций тортов в городе.",5.4185,100.3382,"Beach St, George Town",—,,,,
png-tek-sen-restaurant,my,png,🍽️ Tek Sen Restaurant,png-tek-sen-restaurant,peranakan,business,peranakan,"[""peranakan"",""restaurant"",""heritage""]","Знаменитый семейный ресторан перанаканской кухни, известный традиционными рецептами.",5.417,100.336,"Carnarvon St, George Town",—,,,,
png-the-top-komtar-sky-dining,my,png,🌃 The Top Komtar Sky Dining,png-the-top-komtar-sky-dining,rooftop,business,rooftop,"[""rooftop"",""view"",""dining"",""komtar""]",Ресторан и смотровая зона на вершине Komtar Tower с панорамным видом на Джорджтаун и весь остров Пенанг.,5.4169,100.3315,"Komtar Tower, George Town, Penang",—,,,,
png-jawi-house-cafe-gallery,my,png,🏮 Jawi House Café Gallery,png-jawi-house-cafe-gallery,peranakan,business,peranakan,"[""peranakan"",""malaysian-food"",""cafe"",""heritage""]","Атмосферное кафе и ресторан с кухней в стиле “Jawi Peranakan” — смесь малайских и перанаканских традиций, в историческом здании George Town.",5.4179,100.3339,"George Town, Penang",—,,,,
