voucher_offer_id,voucher_slug,listing_id,partner_id,rf_partner_id,pro_id,offer_title,offer_subtitle,offer_type,offer_badge,offer_description,discount_type,discount_value,points_cost,claim_mode,urgency_mode,voucher_kind,qr_required,fallback_code_required,validity_days,redeem_window_text,is_vip_only,is_premium,is_active,priority_weight,cta_label,post_claim_note
voucher_rielt_bkk_ari_005_2,bkk-ari-005-voucher-2,rielt_bkk_ari_005,partner_bkk_nomadloft,rf_partner_bkk_nomadloft,pro_bangkok_maya,Late checkout до 16:00,Для активного VIP,late_checkout,Спецпредложение,Для активного VIP,bonus,1,150,points,near_now,redeemable,true,true,3,Использовать при выезде,true,false,true,98,Получить VIP-бонус,"Claim создаёт структурированный сигнал для VIP, партнёра и PRO."
voucher_rielt_bkk_ari_005_3,bkk-ari-005-voucher-3,rielt_bkk_ari_005,partner_bkk_nomadloft,rf_partner_bkk_nomadloft,pro_bangkok_maya,Premium offer для VIP,QR-ready use case,premium_upgrade,Premium,QR-ready use case,bonus,1,900,premium,on_site,redeemable,true,true,2,Показать QR на месте,true,true,true,97,Активировать премиум-оффер,Подходит для on-site сценария без обязательной переписки.
voucher_rielt_bkk_ari_006_1,bkk-ari-006-voucher-1,rielt_bkk_ari_006,partner_bkk_nomadloft,rf_partner_bkk_nomadloft,pro_bangkok_maya,Приветственный бонус к проживанию,Voucher-first старт без переписки,welcome_bonus,VIP-бонус,Voucher-first старт без переписки,bonus,1,0,free,scheduled,claimable,false,false,30,Использовать в течение 30 дней,true,false,true,99,Получить бонус,После claim партнёр и PRO получают уведомление.
voucher_rielt_bkk_ari_006_2,bkk-ari-006-voucher-2,rielt_bkk_ari_006,partner_bkk_nomadloft,rf_partner_bkk_nomadloft,pro_bangkok_maya,Скидка на первый месяц,Для активного VIP,monthly_discount,Спецпредложение,Для активного VIP,percent,8,400,points,scheduled,redeemable,true,true,14,Активировать перед заселением,true,false,true,98,Получить VIP-бонус,"Claim создаёт структурированный сигнал для VIP, партнёра и PRO."
voucher_rielt_danang_myan_007_1,danang-myan-007-voucher-1,rielt_danang_myan_007,partner_danang_blueharbor,rf_partner_danang_blueharbor,pro_danang_ivan,Приветственный бонус к проживанию,Voucher-first старт без переписки,welcome_bonus,VIP-бонус,Voucher-first старт без переписки,bonus,1,0,free,scheduled,claimable,false,false,30,Использовать в течение 30 дней,true,false,true,99,Получить бонус,После claim партнёр и PRO получают уведомление.
voucher_rielt_danang_myan_007_2,danang-myan-007-voucher-2,rielt_danang_myan_007,partner_danang_blueharbor,rf_partner_danang_blueharbor,pro_danang_ivan,Late checkout до 16:00,Для активного VIP,late_checkout,Спецпредложение,Для активного VIP,bonus,1,150,points,near_now,redeemable,true,true,3,Использовать при выезде,true,false,true,98,Получить VIP-бонус,"Claim создаёт структурированный сигнал для VIP, партнёра и PRO."
voucher_rielt_danang_myan_007_3,danang-myan-007-voucher-3,rielt_danang_myan_007,partner_danang_blueharbor,rf_partner_danang_blueharbor,pro_danang_ivan,On-site fast claim,Сценарий для использования на месте,on_site_bonus,On-site,Сценарий для использования на месте,bonus,1,50,points,on_site,redeemable,true,true,1,Показать код на месте,true,false,true,97,Активировать на месте,Сделано для срочного on-site сценария.
voucher_rielt_danang_myan_008_1,danang-myan-008-voucher-1,rielt_danang_myan_008,partner_danang_blueharbor,rf_partner_danang_blueharbor,pro_danang_ivan,Приветственный бонус к проживанию,Voucher-first старт без переписки,welcome_bonus,VIP-бонус,Voucher-first старт без переписки,bonus,1,0,free,scheduled,claimable,false,false,30,Использовать в течение 30 дней,true,false,true,99,Получить бонус,После claim партнёр и PRO получают уведомление.
voucher_rielt_danang_myan_008_2,danang-myan-008-voucher-2,rielt_danang_myan_008,partner_danang_blueharbor,rf_partner_danang_blueharbor,pro_danang_ivan,Скидка на первый месяц,Для активного VIP,monthly_discount,Спецпредложение,Для активного VIP,percent,8,400,points,scheduled,redeemable,true,true,14,Активировать перед заселением,true,false,true,98,Получить VIP-бонус,"Claim создаёт структурированный сигнал для VIP, партнёра и PRO."
voucher_rielt_hcmc_d1_009_1,hcmc-d1-009-voucher-1,rielt_hcmc_d1_009,partner_hcmc_saigonstay,rf_partner_hcmc_saigonstay,pro_hcmc_linh,Приветственный бонус к проживанию,Voucher-first старт без переписки,welcome_bonus,VIP-бонус,Voucher-first старт без переписки,bonus,1,0,free,scheduled,claimable,false,false,30,Использовать в течение 30 дней,true,false,true,99,Получить бонус,После claim партнёр и PRO получают уведомление.
voucher_rielt_hcmc_d1_009_2,hcmc-d1-009-voucher-2,rielt_hcmc_d1_009,partner_hcmc_saigonstay,rf_partner_hcmc_saigonstay,pro_hcmc_linh,Late checkout до 16:00,Для активного VIP,late_checkout,Спецпредложение,Для активного VIP,bonus,1,150,points,near_now,redeemable,true,true,3,Использовать при выезде,true,false,true,98,Получить VIP-бонус,"Claim создаёт структурированный сигнал для VIP, партнёра и PRO."
voucher_rielt_hcmc_d1_009_3,hcmc-d1-009-voucher-3,rielt_hcmc_d1_009,partner_hcmc_saigonstay,rf_partner_hcmc_saigonstay,pro_hcmc_linh,Premium offer для VIP,QR-ready use case,premium_upgrade,Premium,QR-ready use case,bonus,1,900,premium,on_site,redeemable,true,true,2,Показать QR на месте,true,true,true,97,Активировать премиум-оффер,Подходит для on-site сценария без обязательной переписки.
voucher_rielt_hcmc_d1_010_1,hcmc-d1-010-voucher-1,rielt_hcmc_d1_010,partner_hcmc_saigonstay,rf_partner_hcmc_saigonstay,pro_hcmc_linh,Приветственный бонус к проживанию,Voucher-first старт без переписки,welcome_bonus,VIP-бонус,Voucher-first старт без переписки,bonus,1,0,free,scheduled,claimable,false,false,30,Использовать в течение 30 дней,true,false,true,99,Получить бонус,После claim партнёр и PRO получают уведомление.
voucher_rielt_hcmc_d1_010_2,hcmc-d1-010-voucher-2,rielt_hcmc_d1_010,partner_hcmc_saigonstay,rf_partner_hcmc_saigonstay,pro_hcmc_linh,Скидка на первый месяц,Для активного VIP,monthly_discount,Спецпредложение,Для активного VIP,percent,8,400,points,scheduled,redeemable,true,true,14,Активировать перед заселением,true,false,true,98,Получить VIP-бонус,"Claim создаёт структурированный сигнал для VIP, партнёра и PRO."
voucher_rielt_phuket_bangtao_013_1,phuket-bangtao-013-voucher-1,rielt_phuket_bangtao_013,partner_phuket_lagunagreen,rf_partner_phuket_lagunagreen,pro_phuket_elena,Приветственный бонус к проживанию,Voucher-first старт без переписки,welcome_bonus,VIP-бонус,Voucher-first старт без переписки,bonus,1,0,free,scheduled,claimable,false,false,30,Использовать в течение 30 дней,true,false,true,99,Получить бонус,После claim партнёр и PRO получают уведомление.
voucher_rielt_phuket_bangtao_013_2,phuket-bangtao-013-voucher-2,rielt_phuket_bangtao_013,partner_phuket_lagunagreen,rf_partner_phuket_lagunagreen,pro_phuket_elena,Late checkout до 16:00,Для активного VIP,late_checkout,Спецпредложение,Для активного VIP,bonus,1,150,points,near_now,redeemable,true,true,3,Использовать при выезде,true,false,true,98,Получить VIP-бонус,"Claim создаёт структурированный сигнал для VIP, партнёра и PRO."
voucher_rielt_phuket_bangtao_013_3,phuket-bangtao-013-voucher-3,rielt_phuket_bangtao_013,partner_phuket_lagunagreen,rf_partner_phuket_lagunagreen,pro_phuket_elena,Premium offer для VIP,QR-ready use case,premium_upgrade,Premium,QR-ready use case,bonus,1,900,premium,on_site,redeemable,true,true,2,Показать QR на месте,true,true,true,97,Активировать премиум-оффер,Подходит для on-site сценария без обязательной переписки.
voucher_rielt_phuket_bangtao_014_1,phuket-bangtao-014-voucher-1,rielt_phuket_bangtao_014,partner_phuket_lagunagreen,rf_partner_phuket_lagunagreen,pro_phuket_elena,Приветственный бонус к проживанию,Voucher-first старт без переписки,welcome_bonus,VIP-бонус,Voucher-first старт без переписки,bonus,1,0,free,scheduled,claimable,false,false,30,Использовать в течение 30 дней,true,false,true,99,Получить бонус,После claim партнёр и PRO получают уведомление.
voucher_rielt_phuket_bangtao_014_2,phuket-bangtao-014-voucher-2,rielt_phuket_bangtao_014,partner_phuket_lagunagreen,rf_partner_phuket_lagunagreen,pro_phuket_elena,Скидка на первый месяц,Для активного VIP,monthly_discount,Спецпредложение,Для активного VIP,percent,8,400,points,scheduled,redeemable,true,true,14,Активировать перед заселением,true,false,true,98,Получить VIP-бонус,"Claim создаёт структурированный сигнал для VIP, партнёра и PRO."
voucher_rielt_phuket_surin_015_1,phuket-surin-015-voucher-1,rielt_phuket_surin_015,partner_phuket_lagunagreen,rf_partner_phuket_lagunagreen,pro_phuket_elena,Приветственный бонус к проживанию,Voucher-first старт без переписки,welcome_bonus,VIP-бонус,Voucher-first старт без переписки,bonus,1,0,free,scheduled,claimable,false,false,30,Использовать в течение 30 дней,true,false,true,99,Получить бонус,После claim партнёр и PRO получают уведомление.
voucher_rielt_phuket_surin_015_2,phuket-surin-015-voucher-2,rielt_phuket_surin_015,partner_phuket_lagunagreen,rf_partner_phuket_lagunagreen,pro_phuket_elena,Late checkout до 16:00,Для активного VIP,late_checkout,Спецпредложение,Для активного VIP,bonus,1,150,points,near_now,redeemable,true,true,3,Использовать при выезде,true,false,true,98,Получить VIP-бонус,"Claim создаёт структурированный сигнал для VIP, партнёра и PRO."
voucher_rielt_bkk_phromphong_016_1,bkk-phromphong-016-voucher-1,rielt_bkk_phromphong_016,partner_bkk_sukhumvibe,rf_partner_bkk_sukhumvibe,pro_bangkok_maya,Приветственный бонус к проживанию,Voucher-first старт без переписки,welcome_bonus,VIP-бонус,Voucher-first старт без переписки,bonus,1,0,free,scheduled,claimable,false,false,30,Использовать в течение 30 дней,true,false,true,99,Получить бонус,После claim партнёр и PRO получают уведомление.
voucher_rielt_bkk_phromphong_016_2,bkk-phromphong-016-voucher-2,rielt_bkk_phromphong_016,partner_bkk_sukhumvibe,rf_partner_bkk_sukhumvibe,pro_bangkok_maya,Late checkout до 16:00,Для активного VIP,late_checkout,Спецпредложение,Для активного VIP,bonus,1,150,points,near_now,redeemable,true,true,3,Использовать при выезде,true,false,true,98,Получить VIP-бонус,"Claim создаёт структурированный сигнал для VIP, партнёра и PRO."
voucher_rielt_bkk_phromphong_016_3,bkk-phromphong-016-voucher-3,rielt_bkk_phromphong_016,partner_bkk_sukhumvibe,rf_partner_bkk_sukhumvibe,pro_bangkok_maya,On-site fast claim,Сценарий для использования на месте,on_site_bonus,On-site,Сценарий для использования на месте,bonus,1,50,points,on_site,redeemable,true,true,1,Показать код на месте,true,false,true,97,Активировать на месте,Сделано для срочного on-site сценария.
voucher_rielt_bkk_phromphong_017_1,bkk-phromphong-017-voucher-1,rielt_bkk_phromphong_017,partner_bkk_sukhumvibe,rf_partner_bkk_sukhumvibe,pro_bangkok_maya,Приветственный бонус к проживанию,Voucher-first старт без переписки,welcome_bonus,VIP-бонус,Voucher-first старт без переписки,bonus,1,0,free,scheduled,claimable,false,false,30,Использовать в течение 30 дней,true,false,true,99,Получить бонус,После claim партнёр и PRO получают уведомление.
voucher_rielt_bkk_phromphong_017_2,bkk-phromphong-017-voucher-2,rielt_bkk_phromphong_017,partner_bkk_sukhumvibe,rf_partner_bkk_sukhumvibe,pro_bangkok_maya,Скидка на первый месяц,Для активного VIP,monthly_discount,Спецпредложение,Для активного VIP,percent,8,400,points,scheduled,redeemable,true,true,14,Активировать перед заселением,true,false,true,98,Получить VIP-бонус,"Claim создаёт структурированный сигнал для VIP, партнёра и PRO."
voucher_rielt_bkk_phromphong_017_3,bkk-phromphong-017-voucher-3,rielt_bkk_phromphong_017,partner_bkk_sukhumvibe,rf_partner_bkk_sukhumvibe,pro_bangkok_maya,Premium offer для VIP,QR-ready use case,premium_upgrade,Premium,QR-ready use case,bonus,1,900,premium,on_site,redeemable,true,true,2,Показать QR на месте,true,true,true,97,Активировать премиум-оффер,Подходит для on-site сценария без обязательной переписки.
voucher_rielt_bkk_ekkamai_018_1,bkk-ekkamai-018-voucher-1,rielt_bkk_ekkamai_018,partner_bkk_sukhumvibe,rf_partner_bkk_sukhumvibe,pro_bangkok_maya,Приветственный бонус к проживанию,Voucher-first старт без переписки,welcome_bonus,VIP-бонус,Voucher-first старт без переписки,bonus,1,0,free,scheduled,claimable,false,false,30,Использовать в течение 30 дней,true,false,true,99,Получить бонус,После claim партнёр и PRO получают уведомление.
voucher_rielt_bkk_ekkamai_018_2,bkk-ekkamai-018-voucher-2,rielt_bkk_ekkamai_018,partner_bkk_sukhumvibe,rf_partner_bkk_sukhumvibe,pro_bangkok_maya,Скидка на первый месяц,Для активного VIP,monthly_discount,Спецпредложение,Для активного VIP,percent,8,400,points,scheduled,redeemable,true,true,14,Активировать перед заселением,true,false,true,98,Получить VIP-бонус,"Claim создаёт структурированный сигнал для VIP, партнёра и PRO."
voucher_rielt_danang_haichau_019_1,danang-haichau-019-voucher-1,rielt_danang_haichau_019,partner_danang_riverside,rf_partner_danang_riverside,pro_danang_ivan,Приветственный бонус к проживанию,Voucher-first старт без переписки,welcome_bonus,VIP-бонус,Voucher-first старт без переписки,bonus,1,0,free,scheduled,claimable,false,false,30,Использовать в течение 30 дней,true,false,true,99,Получить бонус,После claim партнёр и PRO получают уведомление.
voucher_rielt_danang_haichau_019_2,danang-haichau-019-voucher-2,rielt_danang_haichau_019,partner_danang_riverside,rf_partner_danang_riverside,pro_danang_ivan,Скидка на первый месяц,Для активного VIP,monthly_discount,Спецпредложение,Для активного VIP,percent,8,400,points,scheduled,redeemable,true,true,14,Активировать перед заселением,true,false,true,98,Получить VIP-бонус,"Claim создаёт структурированный сигнал для VIP, партнёра и PRO."
voucher_rielt_danang_haichau_020_1,danang-haichau-020-voucher-1,rielt_danang_haichau_020,partner_danang_riverside,rf_partner_danang_riverside,pro_danang_ivan,Приветственный бонус к проживанию,Voucher-first старт без переписки,welcome_bonus,VIP-бонус,Voucher-first старт без переписки,bonus,1,0,free,scheduled,claimable,false,false,30,Использовать в течение 30 дней,true,false,true,99,Получить бонус,После claim партнёр и PRO получают уведомление.
voucher_rielt_danang_haichau_020_2,danang-haichau-020-voucher-2,rielt_danang_haichau_020,partner_danang_riverside,rf_partner_danang_riverside,pro_danang_ivan,Late checkout до 16:00,Для активного VIP,late_checkout,Спецпредложение,Для активного VIP,bonus,1,150,points,near_now,redeemable,true,true,3,Использовать при выезде,true,false,true,98,Получить VIP-бонус,"Claim создаёт структурированный сигнал для VIP, партнёра и PRO."
voucher_rielt_danang_sontra_021_1,danang-sontra-021-voucher-1,rielt_danang_sontra_021,partner_danang_blueharbor,rf_partner_danang_blueharbor,pro_danang_ivan,Приветственный бонус к проживанию,Voucher-first старт без переписки,welcome_bonus,VIP-бонус,Voucher-first старт без переписки,bonus,1,0,free,scheduled,claimable,false,false,30,Использовать в течение 30 дней,true,false,true,99,Получить бонус,После claim партнёр и PRO получают уведомление.
voucher_rielt_danang_sontra_021_2,danang-sontra-021-voucher-2,rielt_danang_sontra_021,partner_danang_blueharbor,rf_partner_danang_blueharbor,pro_danang_ivan,Late checkout до 16:00,Для активного VIP,late_checkout,Спецпредложение,Для активного VIP,bonus,1,150,points,near_now,redeemable,true,true,3,Использовать при выезде,true,false,true,98,Получить VIP-бонус,"Claim создаёт структурированный сигнал для VIP, партнёра и PRO."
voucher_rielt_danang_sontra_021_3,danang-sontra-021-voucher-3,rielt_danang_sontra_021,partner_danang_blueharbor,rf_partner_danang_blueharbor,pro_danang_ivan,Premium offer для VIP,QR-ready use case,premium_upgrade,Premium,QR-ready use case,bonus,1,900,premium,on_site,redeemable,true,true,2,Показать QR на месте,true,true,true,97,Активировать премиум-оффер,Подходит для on-site сценария без обязательной переписки.
voucher_rielt_hcmc_thaodien_022_1,hcmc-thaodien-022-voucher-1,rielt_hcmc_thaodien_022,partner_hcmc_thaodien,rf_partner_hcmc_thaodien,pro_hcmc_artem,Приветственный бонус к проживанию,Voucher-first старт без переписки,welcome_bonus,VIP-бонус,Voucher-first старт без переписки,bonus,1,0,free,scheduled,claimable,false,false,30,Использовать в течение 30 дней,true,false,true,99,Получить бонус,После claim партнёр и PRO получают уведомление.
voucher_rielt_hcmc_thaodien_022_2,hcmc-thaodien-022-voucher-2,rielt_hcmc_thaodien_022,partner_hcmc_thaodien,rf_partner_hcmc_thaodien,pro_hcmc_artem,Скидка на первый месяц,Для активного VIP,monthly_discount,Спецпредложение,Для активного VIP,percent,8,400,points,scheduled,redeemable,true,true,14,Активировать перед заселением,true,false,true,98,Получить VIP-бонус,"Claim создаёт структурированный сигнал для VIP, партнёра и PRO."
voucher_rielt_hcmc_thaodien_023_1,hcmc-thaodien-023-voucher-1,rielt_hcmc_thaodien_023,partner_hcmc_thaodien,rf_partner_hcmc_thaodien,pro_hcmc_artem,Приветственный бонус к проживанию,Voucher-first старт без переписки,welcome_bonus,VIP-бонус,Voucher-first старт без переписки,bonus,1,0,free,scheduled,claimable,false,false,30,Использовать в течение 30 дней,true,false,true,99,Получить бонус,После claim партнёр и PRO получают уведомление.
voucher_rielt_hcmc_thaodien_023_2,hcmc-thaodien-023-voucher-2,rielt_hcmc_thaodien_023,partner_hcmc_thaodien,rf_partner_hcmc_thaodien,pro_hcmc_artem,Late checkout до 16:00,Для активного VIP,late_checkout,Спецпредложение,Для активного VIP,bonus,1,150,points,near_now,redeemable,true,true,3,Использовать при выезде,true,false,true,98,Получить VIP-бонус,"Claim создаёт структурированный сигнал для VIP, партнёра и PRO."
voucher_rielt_hcmc_thaodien_023_3,hcmc-thaodien-023-voucher-3,rielt_hcmc_thaodien_023,partner_hcmc_thaodien,rf_partner_hcmc_thaodien,pro_hcmc_artem,On-site fast claim,Сценарий для использования на месте,on_site_bonus,On-site,Сценарий для использования на месте,bonus,1,50,points,on_site,redeemable,true,true,1,Показать код на месте,true,false,true,97,Активировать на месте,Сделано для срочного on-site сценария.
voucher_rielt_hcmc_d3_024_1,hcmc-d3-024-voucher-1,rielt_hcmc_d3_024,partner_hcmc_saigonstay,rf_partner_hcmc_saigonstay,pro_hcmc_linh,Приветственный бонус к проживанию,Voucher-first старт без переписки,welcome_bonus,VIP-бонус,Voucher-first старт без переписки,bonus,1,0,free,scheduled,claimable,false,false,30,Использовать в течение 30 дней,true,false,true,99,Получить бонус,После claim партнёр и PRO получают уведомление.
voucher_rielt_hcmc_d3_024_2,hcmc-d3-024-voucher-2,rielt_hcmc_d3_024,partner_hcmc_saigonstay,rf_partner_hcmc_saigonstay,pro_hcmc_linh,Скидка на первый месяц,Для активного VIP,monthly_discount,Спецпредложение,Для активного VIP,percent,8,400,points,scheduled,redeemable,true,true,14,Активировать перед заселением,true,false,true,98,Получить VIP-бонус,"Claim создаёт структурированный сигнал для VIP, партнёра и PRO."
