id,country_id,city_id,name,slug,type,place_kind,category,tags,description_short,lat,lng,address,website,phone,instagram,google_maps_url,price_level
lbj-komodo-national-park,id,lbj,🦎 Komodo National Park,lbj-komodo-national-park,unesco,showplace,unesco,"[""unesco"",""komodo"",""islands"",""diving""]","Национальный парк и объект UNESCO, знаменитый драконами Комодо, розовыми пляжами и одним из лучших дайвингов в мире.",-8.52,119.55,"Komodo National Park, Flores",—,,,,
lbj-padar-island-viewpoint,id,lbj,🌄 Padar Island Viewpoint,lbj-padar-island-viewpoint,viewpoint,showplace,viewpoint,"[""viewpoint"",""hiking"",""islands""]",Знаменитая панорама острова Падар с тремя бухтами разных оттенков — один из самых узнаваемых видов Индонезии.,-8.6504,119.7461,"Padar Island, Komodo NP",—,,,,
lbj-pink-beach,id,lbj,🏖 Pink Beach,lbj-pink-beach,beach,showplace,beach,"[""beach"",""snorkeling"",""nature""]",Редкий розовый пляж с коралловым песком и отличным сноркелингом.,-8.6304,119.5589,Komodo National Park,—,,,,
lbj-manta-point,id,lbj,🐋 Manta Point,lbj-manta-point,diving,showplace,diving,"[""diving"",""manta"",""snorkeling""]","Известная точка сноркелинга и дайвинга, где часто встречаются манты.",-8.551,119.619,Komodo NP waters,—,,,,
lbj-batu-cermin-cave,id,lbj,🕳 Batu Cermin Cave,lbj-batu-cermin-cave,cave,showplace,cave,"[""cave"",""geology"",""easy-trip""]","«Зеркальная пещера» рядом с Лабуан-Баджо, где свет отражается на стенах известняка.",-8.4866,119.8847,"Batu Cermin, Labuan Bajo",—,,,,
lbj-labuan-bajo-sunset-harbor,id,lbj,🌅 Labuan Bajo Sunset Harbor,lbj-labuan-bajo-sunset-harbor,harbor,showplace,harbor,"[""harbor"",""sunset"",""city-walk""]","Набережная и порт Лабуан-Баджо — лучшее место для вечерних прогулок, закатов и наблюдения за лодками.",-8.4966,119.8872,Labuan Bajo Harbour,—,,,,
lbj-la-cucina,id,lbj,🍽️ La Cucina,lbj-la-cucina,fine-dining,business,fine-dining,"[""fine-dining"",""premium"",""sea-view""]",Премиальный ресторан при AYANA Komodo Resort с видом на море и качественной кухней.,-8.4969,119.878,"Labuan Bajo, Flores",—,,,,
lbj-atlantis-on-the-rock,id,lbj,🌃 Atlantis on the Rock,lbj-atlantis-on-the-rock,rooftop,business,rooftop,"[""rooftop"",""bar"",""sunset""]","Популярный rooftop-бар с видом на порт и закаты, один из лучших вечерних спотов города.",-8.496,119.889,Labuan Bajo Harbour,—,,,,
lbj-happy-banana-komodo,id,lbj,🥗 Happy Banana Komodo,lbj-happy-banana-komodo,cafe,business,cafe,"[""cafe"",""healthy"",""coffee""]","Кафе здорового питания с боулами, смузи и кофе — популярное место среди дайверов и путешественников.",-8.497,119.8879,Labuan Bajo,—,,,,
lbj-taman-laut-handayani-seafood,id,lbj,🦞 Taman Laut Handayani Seafood,lbj-taman-laut-handayani-seafood,seafood,business,seafood,"[""seafood"",""local"",""restaurant""]","Популярный ресторан морепродуктов рядом с портом, где можно выбрать свежий улов и поужинать у воды.",-8.4976,119.887,Labuan Bajo Harbour,—,,,,
lbj-bajo-taco,id,lbj,🌮 Bajo Taco,lbj-bajo-taco,cafe,business,cafe,"[""cafe"",""fast-casual"",""international""]","Небольшое, но очень популярное кафе с тако и буррито — быстрый и вкусный вариант перекуса между турами.",-8.4968,119.8884,Labuan Bajo,—,,,,
lbj-scuba-junkie-komodo,id,lbj,🤿 Scuba Junkie Komodo,lbj-scuba-junkie-komodo,diving,business,diving,"[""diving"",""tours"",""service""]","Дайв-центр с погружениями в Комодо — один из ключевых сервисов города для туристов, ориентированных на подводный мир.",-8.4972,119.8875,Labuan Bajo,—,,,,
lom-mount-rinjani-national-park,id,lom,🌋 Mount Rinjani National Park,lom-mount-rinjani-national-park,volcano,showplace,volcano,"[""volcano"",""hiking"",""nature"",""national-park""]",Главная природная достопримечательность Ломбока — вулкан Ринджани и национальный парк с треккингом к кратеру и озеру.,-8.4113,116.4573,"Rinjani National Park, Lombok",—,,,,
lom-gili-islands,id,lom,🏝️ Gili Islands,lom-gili-islands,islands,showplace,islands,"[""islands"",""snorkeling"",""beach""]","Три знаменитых острова у северо-западного Ломбока с белыми пляжами, сноркелингом и расслабленной атмосферой.",-8.3498,116.0385,"Gili Islands, North Lombok",—,,,,
lom-kuta-lombok,id,lom,🏖️ Kuta Lombok,lom-kuta-lombok,beach,showplace,beach,"[""beach"",""surf"",""resort""]","Курортная зона южного Ломбока с длинными пляжами, серф-спотами и инфраструктурой Mandalika.",-8.8917,116.2819,"Kuta, Lombok",—,,,,
lom-tanjung-aan-beach,id,lom,🏝️ Tanjung Aan Beach,lom-tanjung-aan-beach,beach,showplace,beach,"[""beach"",""lagoon"",""nature""]",Один из самых красивых пляжей южного Ломбока с белым песком и бирюзовой водой.,-8.9075,116.3167,"Tanjung Aan, Lombok",—,,,,
lom-sendang-gile-waterfall,id,lom,💦 Sendang Gile Waterfall,lom-sendang-gile-waterfall,waterfall,showplace,waterfall,"[""waterfall"",""nature"",""jungle""]",Красивый водопад у деревни Senaru — популярная остановка на пути к Ринджани.,-8.3125,116.4041,"Senaru, North Lombok",—,,,,
lom-selong-belanak-beach,id,lom,🏄 Selong Belanak Beach,lom-selong-belanak-beach,beach,showplace,beach,"[""beach"",""surf"",""beginner""]","Широкий пляж с мягким песком и спокойной водой, популярный у начинающих серферов.",-8.8793,116.1734,"Selong Belanak, Lombok",—,,,,
lom-ashtari-lounge-kitchen,id,lom,☕ Ashtari Lounge & Kitchen,lom-ashtari-lounge-kitchen,cafe,business,cafe,"[""cafe"",""view"",""brunch""]",Атмосферное кафе на холме рядом с Kuta Lombok с панорамным видом на побережье.,-8.9052,116.2969,Kuta Lombok area,—,,,,
lom-el-bazar-cafe-restaurant,id,lom,🥐 El Bazar Café & Restaurant,lom-el-bazar-cafe-restaurant,cafe,business,cafe,"[""cafe"",""breakfast"",""coffee""]","Популярное кафе в Kuta Lombok с кофе, завтраками и интернациональной кухней.",-8.8973,116.281,"Kuta, Lombok",—,,,,
lom-the-mexican-in-lombok,id,lom,🌮 The Mexican in Lombok,lom-the-mexican-in-lombok,cafe,business,cafe,"[""cafe"",""international"",""fast-casual""]","Небольшое популярное кафе с мексиканской кухней — тако, буррито и быстрые перекусы после серфинга.",-8.897,116.2792,"Kuta, Lombok",—,,,,
lom-senggigi-seafood-market-bbq,id,lom,🦞 Senggigi Seafood Market & BBQ,lom-senggigi-seafood-market-bbq,seafood,business,seafood,"[""seafood"",""bbq"",""local""]","Место у моря в районе Senggigi, где можно выбрать свежие морепродукты и приготовить их на гриле.",-8.4916,116.0438,"Senggigi, Lombok",—,,,,
lom-lombok-coffee-house,id,lom,☕ Lombok Coffee House,lom-lombok-coffee-house,coffee,business,coffee,"[""coffee"",""cafe"",""work-friendly""]",Кофейня в Kuta Lombok со specialty-кофе и спокойной атмосферой для работы и отдыха.,-8.8979,116.2817,"Kuta, Lombok",—,,,,
lom-surf-shack-lombok,id,lom,🏄 Surf Shack Lombok,lom-surf-shack-lombok,surf,business,surf,"[""surf"",""rental"",""lessons""]",Серф-школа и прокат досок в районе Kuta Lombok — удобный сервис для новичков и продолжающих.,-8.8926,116.2824,Kuta Lombok,—,,,,
yog-borobudur-temple,id,yog,🏯 Borobudur Temple,yog-borobudur-temple,unesco,showplace,unesco,"[""unesco"",""temple"",""buddhism"",""landmark""]","Самый большой буддийский храм в мире и объект Всемирного наследия ЮНЕСКО, расположенный недалеко от Джокьякарты.",-7.6079,110.2038,"Borobudur, Magelang",—,,,,
yog-prambanan-temple,id,yog,🏛 Prambanan Temple,yog-prambanan-temple,unesco,showplace,unesco,"[""unesco"",""temple"",""hinduism"",""architecture""]","Крупнейший индуистский храмовый комплекс в Индонезии, посвящённый Шиве.",-7.752,110.4916,"Prambanan, Sleman",—,,,,
yog-kraton-yogyakarta,id,yog,🏰 Kraton Yogyakarta,yog-kraton-yogyakarta,palace,showplace,palace,"[""palace"",""heritage"",""culture"",""royal""]",Резиденция султана Джокьякарты и центр культуры и традиций королевства.,-7.8014,110.364,"Jl. Rotowijayan, Yogyakarta",—,,,,
yog-taman-sari-water-castle,id,yog,💧 Taman Sari Water Castle,yog-taman-sari-water-castle,palace,showplace,palace,"[""palace"",""water-garden"",""history""]",Бывший королевский водный сад и купальни XVIII века.,-7.803,110.363,"Jl. Taman, Yogyakarta",—,,,,
yog-malioboro-street,id,yog,🛍 Malioboro Street,yog-malioboro-street,market,showplace,market,"[""market"",""shopping"",""street"",""night""]","Главная торговая улица Джокьякарты с сувенирами, едой и уличной жизнью.",-7.797,110.369,"Jl. Malioboro, Yogyakarta",—,,,,
yog-mount-merapi,id,yog,🌋 Mount Merapi,yog-mount-merapi,volcano,showplace,volcano,"[""volcano"",""adventure"",""nature""]","Активный вулкан к северу от Джокьякарты, популярный для джип-туров и восхождений.",-7.5442,110.4478,"Mount Merapi, Sleman",—,,,,
yog-gudeg-yu-djum,id,yog,🍛 Gudeg Yu Djum,yog-gudeg-yu-djum,local-food,business,local-food,"[""local-food"",""gudeg"",""heritage""]","Легендарный ресторан, специализирующийся на gudeg — традиционном блюде Джокьякарты из молодого баньян-дерева.",-7.795,110.37,"Jl. Kaliurang, Yogyakarta",—,,,,
yog-nasi-kucing-angkringan-lik-man,id,yog,🍚 Nasi Kucing Angkringan Lik Man,yog-nasi-kucing-angkringan-lik-man,street-food,business,street-food,"[""street-food"",""night"",""local""]","Знаменитая точка уличной еды, где подают nasi kucing — маленькие порции риса с начинками.",-7.798,110.3695,"Jl. Malioboro, Yogyakarta",—,,,,
yog-via-via-cafe,id,yog,☕ Via Via Café,yog-via-via-cafe,cafe,business,cafe,"[""cafe"",""international"",""view""]",Популярное кафе с международной кухней и видом на улицу Malioboro.,-7.7975,110.3692,"Jl. Prawirotaman, Yogyakarta",—,,,,
yog-milas-restaurant,id,yog,🍽 Milas Restaurant,yog-milas-restaurant,organic,business,organic,"[""organic"",""healthy"",""javanese""]","Ресторан органической яванской кухни в саду, ориентированный на осознанное питание.",-7.792,110.375,"Jl. Prawirotaman, Yogyakarta",—,,,,
yog-sosro-coffee,id,yog,☕ Sosro Coffee,yog-sosro-coffee,coffee,business,coffee,"[""coffee"",""heritage"",""traditional""]","Историческая кофейня с 1930 года, известная традиционным яванским кофе.",-7.796,110.371,"Jl. Sosrowijayan, Yogyakarta",—,,,,
yog-abhayagiri-restaurant,id,yog,🍽 Abhayagiri Restaurant,yog-abhayagiri-restaurant,fine-dining,business,fine-dining,"[""fine-dining"",""javanese"",""heritage""]",Элегантный ресторан в колониальном особняке с авторской яванской кухней.,-7.793,110.374,"Jl. Prawirotaman, Yogyakarta",—,,,,
