id,country_id,city_id,name,slug,type,place_kind,category,tags,description_short,lat,lng,address,website,phone,instagram,google_maps_url,price_level
cnx-elephant-nature-park,th,cnx,🐘 Elephant Nature Park,cnx-elephant-nature-park,attraction,showplace,attraction,"[""attraction"",""chiang-mai"",""must-see"",""nature""]","Этичный приют для спасённых слонов, ориентированный на наблюдение и защиту животных без катания. - 🕒 Часы работы: уточняются - 🌐 Тайский, английский (в туристических местах) - 📶 Связь/интернет: как правило, стабильные - 💳 Оплата: наличные/карты (зависит от места)",18.8647,98.8611,по координатам (уточняется),,—,,,
cnx-sunday-walking-street-market,th,cnx,🌃 Sunday Walking Street Market,cnx-sunday-walking-street-market,attraction,showplace,attraction,"[""attraction"",""chiang-mai"",""market"",""must-see""]","Вечерний рынок по воскресеньям с уличной едой, ремёслами и живой музыкой. - 🕒 Часы работы: уточняются - 🌐 Тайский, английский (в туристических местах) - 📶 Связь/интернет: как правило, стабильные - 💳 Оплата: наличные/карты (зависит от места)",18.7879,98.987,по координатам (уточняется),,—,,,
cnx-nimmanhaemin-road,th,cnx,🛍️ Nimmanhaemin Road,cnx-nimmanhaemin-road,attraction,showplace,attraction,"[""attraction"",""chiang-mai"",""must-see""]","Современный район с кафе, галереями и коворкингами — центр digital-nomad сцены. - 🕒 Часы работы: уточняются - 🌐 Тайский, английский (в туристических местах) - 📶 Связь/интернет: как правило, стабильные - 💳 Оплата: наличные/карты (зависит от места)",18.7985,98.9687,по координатам (уточняется),,—,,,
cnx-khao-soi-khun-yai,th,cnx,🍜 Khao Soi Khun Yai,cnx-khao-soi-khun-yai,chiang-mai,business,chiang-mai,"[""chiang-mai"",""food"",""local""]","Легендарное заведение, специализирующееся на северном карри-супе кхао сои. - 🕒 Часы работы: уточняются - 🌐 Тайский, английский (в туристических местах) - 📶 Связь/интернет: как правило, стабильные - 💳 Оплата: наличные/карты (зависит от места)",18.7897,98.9812,по координатам (уточняется),,—,,,
cnx-graph-cafe,th,cnx,☕ Graph Café,cnx-graph-cafe,chiang-mai,business,chiang-mai,"[""chiang-mai"",""cafe"",""food"",""local""]","Минималистичное кафе с экспериментальным подходом к спешелти-кофе. - 🕒 Часы работы: уточняются - 🌐 Тайский, английский (в туристических местах) - 📶 Связь/интернет: как правило, стабильные - 💳 Оплата: наличные/карты (зависит от места)",18.7883,98.9867,по координатам (уточняется),,—,,,
cnx-woo-cafe-art-gallery,th,cnx,🖼️ Woo Café & Art Gallery,cnx-woo-cafe-art-gallery,chiang-mai,business,chiang-mai,"[""chiang-mai"",""cafe"",""food"",""local""]","Кафе-галерея в колониальном особняке с искусством и северной кухней. - 🕒 Часы работы: уточняются - 🌐 Тайский, английский (в туристических местах) - 📶 Связь/интернет: как правило, стабильные - 💳 Оплата: наличные/карты (зависит от места)",18.7944,98.9926,по координатам (уточняется),,—,,,
cnx-the-riverside-bar-restaurant,th,cnx,🍷 The Riverside Bar & Restaurant,cnx-the-riverside-bar-restaurant,chiang-mai,business,chiang-mai,"[""chiang-mai"",""bar"",""food"",""local"",""restaurant""]","Ресторан и бар у реки Пинг с живой музыкой. - 🕒 Часы работы: уточняются - 🌐 Тайский, английский (в туристических местах) - 📶 Связь/интернет: как правило, стабильные - 💳 Оплата: наличные/карты (зависит от места)",18.8012,98.9977,по координатам (уточняется),,—,,,
cnx-dash-restaurant,th,cnx,🍲 Dash! Restaurant,cnx-dash-restaurant,chiang-mai,business,chiang-mai,"[""chiang-mai"",""bar"",""food"",""local"",""restaurant""]","Ресторан северной тайской кухни в деревянном доме Старого города. - 🕒 Часы работы: уточняются - 🌐 Тайский, английский (в туристических местах) - 📶 Связь/интернет: как правило, стабильные - 💳 Оплата: наличные/карты (зависит от места)",18.7874,98.9878,по координатам (уточняется),,—,,,
cnx-fern-forest-cafe,th,cnx,🥐 Fern Forest Café,cnx-fern-forest-cafe,chiang-mai,business,chiang-mai,"[""chiang-mai"",""cafe"",""food"",""local""]","Уютное кафе с завтраками и выпечкой в тени деревьев Старого города. - 🕒 Часы работы: уточняются - 🌐 Тайский, английский (в туристических местах) - 📶 Связь/интернет: как правило, стабильные - 💳 Оплата: наличные/карты (зависит от места)",18.7871,98.9862,по координатам (уточняется),,—,,,
hhn-hua-hin-beach,th,hhn,🏖️ Hua Hin Beach,hhn-hua-hin-beach,beach,showplace,beach,"[""beach"",""royal-resort"",""relaxed""]","Главный пляж Хуахина — протяжённая песчаная полоса с спокойной атмосферой, популярная для прогулок, купания и отдыха. - 🏖 Купание и пляжный отдых - 🚶 Длинную прогулку вдоль берега - 🌅 Закат над Сиамским заливом - 🕒 Круглосуточно - 🌐 Тайский, английский - 📶 Интернет стабильный - 💳 Наличные, карты",12.5684,99.9577,"Hua Hin, Prachuap Khiri Khan",,,,,
hhn-hua-hin-railway-station,th,hhn,🚉 Hua Hin Railway Station,hhn-hua-hin-railway-station,railway,showplace,railway,"[""railway"",""heritage"",""landmark""]","Одна из самых красивых и узнаваемых железнодорожных станций Таиланда с королевским павильоном. - 🚉 Королевский павильон - 🚶 Прогулку по станции - 📷 Фотосъёмку поездов - 🕒 Круглосуточно - 🌐 Тайский, английский - 📶 Интернет ограничен - 💳 Наличные",12.5703,99.9571,Hua Hin Railway Station,,,,,
hhn-cicada-market,th,hhn,🎨 Cicada Market,hhn-cicada-market,market,showplace,market,"[""market"",""art"",""evening""]","Творческий вечерний рынок с арт-лавками, уличной едой и живой музыкой. - 🛍 Арт-изделия - 🍽 Уличную еду - 🎶 Живые выступления - 🕒 Пт–Вс, вечер - 🌐 Тайский, английский - 📶 Интернет в зоне кафе - 💳 Наличные",12.5386,99.9603,"Cicada Market, Hua Hin",,,,,
hhn-khao-takiab,th,hhn,🐒 Khao Takiab,hhn-khao-takiab,temple,showplace,temple,"[""temple"",""viewpoint"",""monkeys""]","Холм с храмом и смотровыми площадками, известный обезьянами и видом на побережье. - 🛕 Храм - 🐒 Обезьян - 🔭 Смотровые площадки - 🕒 07:00–18:00 - 🌐 Тайский, английский - 📶 Связь стабильная - 💳 Наличные",12.5288,99.9723,"Khao Takiab, Hua Hin",,,,,
hhn-phraya-nakhon-cave,th,hhn,🕳️ Phraya Nakhon Cave,hhn-phraya-nakhon-cave,cave,showplace,cave,"[""cave"",""heritage"",""nature""]","Уникальная пещера с королевским павильоном, освещаемым солнечным лучом. - 🏛 Королевский павильон - 🚶 Пеший маршрут к пещере - 🌿 Природу национального парка - 🕒 Днём - 🌐 Тайский, базовый английский - 📶 Связь слабая - 💳 Наличные",12.3773,99.9497,Sam Roi Yot NP,,,,,
hhn-vana-nava-water-jungle,th,hhn,💦 Vana Nava Water Jungle,hhn-vana-nava-water-jungle,waterpark,showplace,waterpark,"[""waterpark"",""family"",""entertainment""]","Современный аквапарк с горками, бассейнами и зонами отдыха. - 💦 Водные горки - 🏊 Бассейны - 🎢 Аттракционы - 🕒 10:00–18:00 - 🌐 Тайский, английский - 📶 Интернет - 💳 Карты, наличные",12.5419,99.9606,Hua Hin,,,,,
hhn-let-s-sea-bar,th,hhn,🍹 Let’s Sea Bar,hhn-let-s-sea-bar,bar,business,bar,"[""bar"",""beach"",""sunset""]","Пляжный бар с коктейлями и расслабленной атмосферой у моря. - 🍹 Коктейли - 🍽 Лёгкие закуски - 🌅 Закат - 🕒 16:00–23:00 - 🌐 Тайский, английский - 📶 Wi-Fi - 💳 Карты, наличные",12.5281,99.9734,"Khao Takiab, Hua Hin",,,,,
hhn-baan-itsara-restaurant,th,hhn,🍽️ Baan Itsara Restaurant,hhn-baan-itsara-restaurant,thai-food,business,thai-food,"[""thai-food"",""heritage"",""sea""]","Исторический ресторан тайской кухни в деревянном доме у моря. - 🍽 Тайские блюда - 🍤 Морепродукты - 🍚 Рис и соусы - 🕒 10:00–22:00 - 🌐 Тайский, английский - 📶 Wi-Fi - 💳 Наличные",12.5687,99.9584,Hua Hin Beach,,,,,
kbi-railay-beach,th,kbi,🏖️ Railay Beach,kbi-railay-beach,beach,showplace,beach,"[""beach"",""cliffs"",""sea""]","Живописный полуостров с белоснежными пляжами и известняковыми скалами, доступный только по воде — визитная карточка Краби. - 🏖 Купание на Railay West - 🧗 Скалолазание - 🌅 Закат на пляже - 🕒 Круглосуточно - 🌐 Тайский, английский - 📶 Интернет в кафе - 💳 Наличные",8.005,98.8389,"Railay, Krabi",—,,,,
kbi-ao-nang-beach,th,kbi,🏖️ Ao Nang Beach,kbi-ao-nang-beach,beach,showplace,beach,"[""beach"",""resort"",""tours""]","Главный курортный пляж Краби с развитой инфраструктурой, отелями и лодочными экскурсиями. - 🏖 Купание - 🚤 Экскурсии по островам - 🌅 Закат у набережной - 🕒 Доступ: обычно с утра до вечера (пляжи — 24/7) - 🌐 Языки: тайский, базовый английский - 📶 Связь: на пляжах/в городе стабильнее, на островах и в джунглях может быть слабее - 💳 Оплата: наличные чаще всего, карты — в крупных точках/турагентствах",8.034,98.8228,"Ao Nang, Krabi",—,,,,
kbi-phi-phi-islands,th,kbi,🏝️ Phi Phi Islands,kbi-phi-phi-islands,islands,showplace,islands,"[""islands"",""sea"",""excursion""]","Архипелаг островов с белыми пляжами и бирюзовой водой — популярная морская экскурсия из Краби. - 🏝️ Пляжи Maya Bay и Loh Dalum - 🤿 Сноркелинг в бухтах - 🚤 Прогулку по островам - 🕒 Доступ: обычно с утра до вечера (пляжи — 24/7) - 🌐 Языки: тайский, базовый английский - 📶 Связь: на пляжах/в городе стабильнее, на островах и в джунглях может быть слабее - 💳 Оплата: наличные чаще всего, карты — в крупных точках/турагентствах",7.7407,98.7784,"Phi Phi Islands, Krabi",—,,,,
kbi-emerald-pool,th,kbi,💚 Emerald Pool,kbi-emerald-pool,nature,showplace,nature,"[""nature"",""pool"",""jungle""]","Природный изумрудный бассейн в тропическом лесу, популярное место для купания. - 💦 Купание в основном бассейне - 🚶 Прогулку по экотропе - 📷 Фото в мягком утреннем свете - 🕒 Доступ: 08:30–16:30 - 🌐 Языки: тайский, базовый английский - 📶 Связь: слабая - 💳 Оплата: наличные",7.921,99.2364,"Khao Phra Bang Khram Nature Reserve, Krabi",—,,,,
kbi-tiger-cave-temple,th,kbi,🐯 Tiger Cave Temple,kbi-tiger-cave-temple,temple,showplace,temple,"[""temple"",""viewpoint"",""stairs""]","Буддийский храм на вершине холма, известный подъёмом из более чем 1200 ступеней. - 🗿 Гигантскую золотую статую Будды - 🌄 Панораму на 360° - 🛕 Храмовые залы у подножия - 🕒 Доступ: 06:00–18:00 - 🌐 Языки: тайский, базовый английский - 📶 Связь: стабильная у подножия - 💳 Оплата: наличные",8.129,98.918,"Wat Tham Suea, Krabi",—,,,,
kbi-hong-islands,th,kbi,🏝️ Hong Islands,kbi-hong-islands,islands,showplace,islands,"[""islands"",""lagoon"",""snorkeling""]","Группа островов с лагунами и пляжами, популярная для однодневных туров. - 🏝️ Лагуну Koh Hong - 🤿 Сноркелинг у коралловых рифов - 🚤 Островной хоппер-тур - 🕒 Туры: 08:00–16:00 - 🌐 Языки: тайский, английский - 📶 Связь: отсутствует на островах - 💳 Оплата: наличные / онлайн при бронировании",8.0694,98.6796,"Hong Islands, Krabi",—,,,,
kbi-khao-khanab-nam,th,kbi,🏔️ Khao Khanab Nam,kbi-khao-khanab-nam,landmark,showplace,landmark,"[""landmark"",""cliffs"",""river""]",Две известняковые скалы у реки — символ города Краби. - 📷 Фото на фоне скал - 🚶 Прогулку по набережной - 🌅 Закат у реки Краби - 🕒 Доступ: круглосуточно - 🌐 Языки: тайский - 📶 Связь: стабильная - 💳 Оплата: не требуется,8.07,98.911,"Krabi Town, Krabi",—,,,,
kbi-the-grotto-restaurant,th,kbi,🍽️ The Grotto Restaurant,kbi-the-grotto-restaurant,restaurant,business,restaurant,"[""restaurant"",""cave"",""romantic""]",Ресторан в пещере на пляже Railay с романтической атмосферой и видом на море. - 🍽️ Морепродукты на гриле - 🍽️ Тайские сеты - 🍹 Коктейли с тропическими фруктами - 🕒 17:00–22:30 - 🌐 Английский - 📶 Wi-Fi - 💳 Карты принимаются,8.007,98.8375,"Railay Beach, Krabi",—,,,,
phk-patong-beach,th,phk,🏖️ Patong Beach,phk-patong-beach,beach,showplace,beach,"[""beach"",""nightlife"",""resort""]","Самый известный пляж Пхукета и центр курортной жизни острова с развитой инфраструктурой, водными развлечениями и активной ночной жизнью. - 🏖 Купание и пляжный отдых - 🚶 Прогулку по Bangla Road вечером - 🌅 Закат у южной части пляжа - 🕒 Круглосуточно - 🌐 Тайский, английский - 📶 Интернет стабильный - 💳 Наличные, карты",7.8965,98.2967,"Patong, Kathu District",—,,,,
phk-big-buddha-phuket,th,phk,🗿 Big Buddha Phuket,phk-big-buddha-phuket,temple,showplace,temple,"[""temple"",""viewpoint"",""landmark""]","Огромная статуя Будды на вершине холма с панорамным видом на южный Пхукет. - 🛕 Статую Будды - 🔭 Смотровые площадки - 🚶 Территорию храмового комплекса - 🕒 08:00–19:00 - 🌐 Тайский, английский - 📶 Связь ограниченная - 💳 Наличные",7.8276,98.3122,"Chalong, Phuket",—,,,,
phk-promthep-cape,th,phk,🌅 Promthep Cape,phk-promthep-cape,viewpoint,showplace,viewpoint,"[""viewpoint"",""sunset"",""nature""]","Самая популярная смотровая площадка Пхукета, известная своими закатами над Андаманским морем. - 🔭 Смотровую площадку - 🌊 Вид на океан - 🌅 Закат - 🕒 Круглосуточно - 🌐 Тайский, английский - 📶 Связь стабильная - 💳 Наличные",7.758,98.303,"Rawai, Phuket",—,,,,
phk-old-phuket-town,th,phk,🏘️ Old Phuket Town,phk-old-phuket-town,old-town,showplace,old-town,"[""old-town"",""heritage"",""walking""]","Исторический центр Пхукета с китайско-португальской архитектурой, музеями и атмосферными улицами. - 🏘 Архитектуру Sino-Portuguese - 🚶 Прогулку по Thalang Road - ☕ Кафе и галереи - 🕒 Круглосуточно - 🌐 Тайский, английский - 📶 Интернет в кафе - 💳 Наличные, карты",7.884,98.3923,Phuket Town,—,,,,
phk-phi-phi-islands,th,phk,🏝️ Phi Phi Islands,phk-phi-phi-islands,islands,showplace,islands,"[""islands"",""sea"",""excursion""]","Архипелаг островов с белыми пляжами и бирюзовой водой — одна из самых популярных экскурсий с Пхукета. - 🏝 Maya Bay - 🚤 Лодочную экскурсию - 🤿 Сноркелинг - 🕒 По расписанию туров - 🌐 Тайский, английский - 📶 Связь ограниченная - 💳 Наличные",7.7407,98.7784,Pier Phuket,—,,,,
phk-blue-elephant-phuket,th,phk,🍽️ Blue Elephant Phuket,phk-blue-elephant-phuket,thai-food,business,thai-food,"[""thai-food"",""fine-dining"",""heritage""]","Ресторан высокой тайской кухни в историческом особняке Старого города. - 🍽 Карри и морепродукты - 🍷 Дегустационное меню - 🍰 Тайские десерты - 🕒 11:30–22:00 - 🌐 Тайский, английский - 📶 Wi-Fi - 💳 Карты, наличные",7.884,98.3923,Phuket Town,—,,,,
phk-raya-restaurant,th,phk,🍜 Raya Restaurant,phk-raya-restaurant,local-food,business,local-food,"[""local-food"",""thai"",""heritage""]","Один из лучших ресторанов аутентичной пхукетской кухни с семейными рецептами. - 🍽 Moo Hong - 🍤 Морепродукты - 🍚 Традиционные блюда - 🕒 10:00–22:00 - 🌐 Тайский, английский - 📶 Wi-Fi - 💳 Наличные",7.8827,98.3929,Phuket Town,—,,,,
phk-kan-eang-pier,th,phk,🦞 Kan Eang@Pier,phk-kan-eang-pier,seafood,business,seafood,"[""seafood"",""pier"",""view""]","Ресторан морепродуктов у пирса с видом на залив Чалонг. - 🍤 Морепродукты - 🦞 Лобстеры - 🍷 Ужин на закате - 🕒 11:00–22:00 - 🌐 Тайский, английский - 📶 Wi-Fi - 💳 Карты, наличные",7.8286,98.3303,"Chalong, Phuket",—,,,,
phk-three-monkeys-restaurant,th,phk,🌿 Three Monkeys Restaurant,phk-three-monkeys-restaurant,restaurant,business,restaurant,"[""restaurant"",""jungle"",""view"",""design""]","Ресторан в тропическом лесу Пхукета с эффектной архитектурой, террасами среди деревьев и панорамным видом на город. - 🍽 Тайские блюда и морепродукты - 🍹 Авторские коктейли - 🌿 Прогулку по террасам ресторана - 🕒 11:00–22:00 - 🌐 Тайский, английский - 📶 Wi-Fi - 💳 Наличные, карты",7.8913,98.3517,"Ratsada, Phuket",—,,,,
phk-cafe-phuket-viewpoint,th,phk,☕ Café Phuket Viewpoint,phk-cafe-phuket-viewpoint,cafe,business,cafe,"[""cafe"",""viewpoint"",""ocean""]","Кафе на смотровой площадке с панорамным видом на пляжи Карон и Ката — популярное место для фото и кофе с видом. - ☕ Кофе и десерты - 🍰 Лёгкие закуски - 🔭 Вид на побережье - 🕒 09:00–19:00 - 🌐 Тайский, английский - 📶 Wi-Fi - 💳 Наличные, карты",7.7924,98.3059,Viewpoint Karon – Kata,—,,,,
phk-baan-rim-pa,th,phk,🍷 Baan Rim Pa,phk-baan-rim-pa,fine-dining,business,fine-dining,"[""fine-dining"",""sunset"",""jazz"",""premium""]","Ресторан премиум-класса над заливом Патонг с тайской и интернациональной кухней, романтической атмосферой и живым джазом. - 🍽 Тайская и интернациональная кухня - 🍷 Винную карту - 🎷 Живую джазовую музыку - 🕒 18:00–23:00 - 🌐 Тайский, английский - 📶 Wi-Fi - 💳 Карты, наличные",7.8969,98.2926,"Kalim Bay, Patong",—,,,,
phk-no-6-restaurant,th,phk,🍲 No.6 Restaurant,phk-no-6-restaurant,budget,business,budget,"[""budget"",""thai-food"",""local""]","Небольшой уютный ресторан тайской кухни с доступными ценами, скрытый во дворе Старого города Пхукета. - 🍽 Тайские блюда и морепродукты - 🍚 Рис с соусами - 🍤 Классические карри - 🕒 11:00–21:00 - 🌐 Тайский, базовый английский - 📶 Интернет ограниченный - 💳 Наличные",7.8839,98.3895,Phuket Town,—,,,,
pty-pattaya-beach,th,pty,🏖️ Pattaya Beach,pty-pattaya-beach,beach,showplace,beach,"[""beach"",""city"",""resort""]","Центральный городской пляж Паттайи с набережной, отелями, кафе и активной курортной жизнью. - 🏖 Купание и отдых - 🚶 Прогулку по Beach Road - 🌅 Закат над Сиамским заливом - 🕒 Круглосуточно - 🌐 Тайский, английский - 📶 Интернет стабильный - 💳 Наличные, карты",12.9334,100.883,"Beach Rd, Pattaya",—,,,,
pty-walking-street,th,pty,🌃 Walking Street,pty-walking-street,nightlife,showplace,nightlife,"[""nightlife"",""bars"",""clubs""]","Знаменитая улица ночной жизни Паттайи с клубами, барами и шоу. - 🎶 Клубы и бары - 🍹 Коктейли - 🌃 Вечернюю прогулку - 🕒 18:00–02:00 - 🌐 Тайский, английский - 📶 Связь стабильная - 💳 Наличные",12.9279,100.8745,"Walking St, Pattaya",—,,,,
pty-sanctuary-of-truth,th,pty,🛕 Sanctuary of Truth,pty-sanctuary-of-truth,temple,showplace,temple,"[""temple"",""wood"",""culture""]","Грандиозный деревянный храм-музей, построенный без единого гвоздя. - 🏛 Резные залы - 🚶 Экскурсию с гидом - 🌊 Вид на море - 🕒 08:00–18:00 - 🌐 Тайский, английский - 📶 Интернет ограничен - 💳 Наличные, карты",12.9597,100.8851,"Naklua, Pattaya",—,,,,
pty-nong-nooch-tropical-garden,th,pty,🌸 Nong Nooch Tropical Garden,pty-nong-nooch-tropical-garden,garden,showplace,garden,"[""garden"",""culture"",""nature""]","Огромный тропический парк с садами, шоу и культурными представлениями. - 🌸 Тематические сады - 🎭 Тайские шоу - 🐘 Мини-зоопарк - 🕒 08:00–18:00 - 🌐 Тайский, английский - 📶 Интернет ограничен - 💳 Наличные, карты",12.7723,100.9286,Na Jomtien,—,,,,
pty-jomtien-beach,th,pty,🏖️ Jomtien Beach,pty-jomtien-beach,beach,showplace,beach,"[""beach"",""family"",""relaxed""]","Более спокойный пляж к югу от Паттайи, популярный среди семей и длительных остановок. - 🏖 Купание - 🚶 Прогулку вдоль берега - 🌅 Закат - 🕒 Круглосуточно - 🌐 Тайский, английский - 📶 Интернет стабильный - 💳 Наличные",12.882,100.8739,"Jomtien, Pattaya",—,,,,
pty-big-buddha-hill,th,pty,🗿 Big Buddha Hill,pty-big-buddha-hill,temple,showplace,temple,"[""temple"",""viewpoint"",""landmark""]","Холм с большой статуей Будды и панорамным видом на Паттайю. - 🛕 Статую Будды - 🔭 Смотровую площадку - 🚶 Прогулку по холму - 🕒 07:00–18:00 - 🌐 Тайский, английский - 📶 Связь стабильная - 💳 Наличные",12.9245,100.8715,"Pratumnak Hill, Pattaya",—,,,,
