entity_type,entity_id,tab_key,lang,title,body_markdown,source
place,boracay-real-coffee-tea-cafe,overview,ru,,"## Что попробовать обязательно

- 🍽️ Calamansi Muffin  
- 🍽️ Манговый тост  
- 🍹 Имбирный чай

## Цены

- 💰 ₱200–₱350  
- 🧾 Завтраки и выпечка  
- 🆓 Нет

## Как добраться

- 🚶 Пешком  
- 🗺️ Station 2

## Коммуникация & сервис

- 🕒 7:00–19:00  
- 🌐 Английский  
- 📶 Wi-Fi  
- 💳 Cash

## Полезные нюансы

- ⚠️ Маффины быстро заканчиваются  
- 🌞 Лучше приходить утром  
- 👕 Casual

## Локальная ценность

Real Coffee — культовое место завтраков, связанное с историей туризма Боракая с 1990-х годов.

## Лучшие точки для фото

- 📷 Маффины  
- 📷 Интерьер  
- 🌅 Утренний пляж

## Практическая информация

- **Адрес:** Station 2, Boracay

## Почему это важно?

- 🌟 Легендарная выпечка  
- 🌍 Утренний ритуал Боракая  
- 📸 Терраса с видом на пляж
",mixed
place,ceb-basilica-minore-del-santo-nino-magellan-s-cross,overview,ru,,"## Почему это важно?

- 🌟 Старейшая церковь Филиппин (1565)  
- 🌍 Место начала христианской истории страны  
- 📸 Колониальная архитектура и религиозная атмосфера

## Структура комплекса

- 🏛️ Базилика Santo Niño с реликвариями  
- 🏛️ Крест Магеллана (1521) в восьмиугольной часовне  
- 🚶 Площадь и внутренний двор монастыря

## Билеты и посещение

- 💰 Бесплатно  
- 🎟️ Пожертвования приветствуются  
- 🆓 Доступ свободный ежедневно

## Лучшие точки для фото

- 📷 Интерьер базилики  
- 📷 Купол часовни Креста  
- 🌅 Утренний свет во дворе

## Практическая информация

- **Адрес:** Santo Niño Basilica Complex, Cebu City

## Как добраться

- 🚕 Такси / Grab из любого района Cebu City  
- 🚌 Джипни до Basilica Complex  
- 🗺️ Ориентир: Colon Street

## Коммуникация & сервис

- 🕒 6:00–19:00  
- 🌐 Английский, себуано  
- 🚻 Туалеты на территории  
- 📶 Связь стабильная

## Полезные нюансы

- ⚠️ Многолюдно по воскресеньям  
- 🌞 Лучше посещать утром  
- 👕 Одежда должна закрывать плечи и колени  
- 🐾 Фотосъёмка без вспышки

## Локальная ценность

Это главное паломническое место страны. Для филиппинцев Santo Niño — не туристический объект, а живая вера и часть национальной идентичности.
",mixed
place,ceb-fort-san-pedro,overview,ru,,"## Почему это важно?

- 🌟 Старейший форт страны  
- 🌍 Испанское военное наследие  
- 📸 Каменные бастионы и вид на порт

## Структура комплекса

- 🏛️ Внутренний двор-музей  
- 🏞️ Бастионы с пушками  
- 🚶 Прогулку по стенам

## Билеты и посещение

- 💰 ₱30  
- 🎟️ Билет на входе  
- 🆓 Детям часто бесплатно

## Лучшие точки для фото

- 📷 Бастионы  
- 📷 Старые пушки  
- 🌅 Вид на море

## Практическая информация

- **Адрес:** Fort San Pedro, Cebu City

## Как добраться

- 🚕 Такси / Grab  
- 🚶 Пешком от порта  
- 🗺️ Ориентир: Plaza Independencia

## Коммуникация & сервис

- 🕒 8:00–19:00  
- 🌐 Английский  
- 🚻 Туалеты  
- 📶 Связь нормальная

## Полезные нюансы

- 🌞 Очень жарко днём  
- 👕 Головной убор обязателен  
- ⚠️ Мало тени

## Локальная ценность

Форт — символ раннего Себу как стратегического центра испанской колонии и морской торговли.
",mixed
place,ceb-cebu-taoist-temple,overview,ru,,"## Почему это важно?

- 🌟 Один из самых красивых храмов города  
- 🌍 Символ китайской диаспоры  
- 📸 Пагоды, драконы, панорамы

## Структура комплекса

- 🏛️ Главный молитвенный зал  
- 🏞️ Смотровые площадки  
- 🚶 81 ступень даосского пути

## Билеты и посещение

- 💰 Бесплатно  
- 🎟️ Нет билетов  
- 🆓 Открыт для всех

## Лучшие точки для фото

- 📷 Ворота и пагоды  
- 📷 Вид на город  
- 🌅 Закатные панорамы

## Практическая информация

- **Адрес:** Beverly Hills Subdivision, Cebu City

## Как добраться

- 🚕 Такси / Grab (рекомендуется)  
- 🗺️ Район Beverly Hills

## Коммуникация & сервис

- 🕒 6:00–17:00  
- 🌐 Английский  
- 🚻 Минимальные удобства  
- 📶 Связь ограниченная

## Полезные нюансы

- ⚠️ Нельзя шуметь  
- 📷 Запрещена съёмка алтарей  
- 🌞 Лучшее время — утро

## Локальная ценность

Храм — важный духовный центр китайской общины и пример мирного сосуществования культур Себу.
",mixed
place,ceb-kawasan-falls,overview,ru,,"## Почему это важно?

- 🌟 Один из самых красивых водопадов страны  
- 🌍 Символ природного Себу  
- 📸 Ярко-бирюзовая вода

## Структура комплекса

- 🏞️ Первый каскад  
- 🏞️ Верхние уровни  
- 🚶 Тропу через джунгли

## Билеты и посещение

- 💰 ₱50  
- 🎟️ Оплата на входе  
- 🆓 Купание включено

## Лучшие точки для фото

- 📷 Первый каскад  
- 📷 Купающихся  
- 🌅 Свет в воде

## Практическая информация

- **Адрес:** Badian, Cebu

## Как добраться

- 🚕 Экскурсия / авто  
- 🚌 Автобус до Badian + пешком  
- 🗺️ Южный Себу

## Коммуникация & сервис

- 🕒 7:00–17:00  
- 🌐 Английский  
- 🚻 Раздевалки  
- 📶 Связь слабая

## Полезные нюансы

- ⚠️ Скользко  
- 👕 Акваобувь обязательна  
- 🌞 Лучше утром

## Локальная ценность

Кавасан — ключевой драйвер экотуризма южного Себу и источник дохода для местных общин.
",mixed
place,ceb-house-of-lechon,overview,ru,,"## Что попробовать обязательно

- 🍽️ Lechon Cebu  
- 🍽️ Dinuguan  
- 🍹 Каламанси-сок

## Цены

- 💰 ₱350–₱600  
- 🧾 À la carte  
- 🆓 Соусы бесплатно

## Как добраться

- 🚕 Grab / такси  
- 🗺️ Cebu City

## Коммуникация & сервис

- 🕒 10:00–22:00  
- 🌐 Английский  
- 📶 Wi-Fi  
- 💳 Cash / card

## Полезные нюансы

- ⚠️ Лучше приходить днём  
- 👕 Casual  
- 🍽️ Порции большие

## Локальная ценность

Лечон — гастрономическая гордость Себу, обязательный элемент праздников и семейных торжеств.

## Лучшие точки для фото

- 📷 Поросёнка  
- 📷 Разделку  
- 🌅 Интерьер

## Практическая информация

- **Адрес:** Cebu City  
- **Instagram:** [@houseoflechon](https://www.instagram.com/houseoflechon)

## Почему это важно?

- 🌟 Самый известный лечон в городе  
- 🌍 Гастрономический символ Себу  
- 📸 Эффектная подача
",mixed
place,ceb-larsian-bbq,overview,ru,,"## Что попробовать обязательно

- 🍽️ Pork BBQ  
- 🍽️ Isaw  
- 🍚 Puso (рис)

## Цены

- 💰 ₱150–₱250  
- 🧾 Street food  
- 🆓 Соусы

## Как добраться

- 🚕 Такси  
- 🗺️ Fuente Osmeña

## Коммуникация & сервис

- 🕒 17:00–02:00  
- 🌐 Английский  
- 📶 Нет Wi-Fi  
- 💳 Только наличные

## Полезные нюансы

- ⚠️ Шумно  
- 👕 Запах дыма  
- 🌙 Лучше вечером

## Локальная ценность

Larsian — место общения, еды и городской культуры, где встречаются все слои общества Себу.

## Лучшие точки для фото

- 📷 Грили  
- 📷 Шашлыки  
- 🌅 Ночную толпу

## Практическая информация

- **Адрес:** Fuente Osmeña, Cebu City

## Почему это важно?

- 🌟 Культовое ночное место  
- 🌍 Настоящая уличная кухня  
- 📸 Атмосфера ночного Себу
",mixed
place,dumaguete-rizal-boulevard,overview,ru,,"## Почему это важно?

- 🌟 Самое атмосферное место города  
- 🌍 Социальное и культурное сердце Думагете  
- 📸 Море, закаты и уличная жизнь

## Структура комплекса

- 🏞️ Прогулку вдоль берега  
- 🏞️ Вечерние фуд-корты *painitan*  
- 🚶 Закат над проливом

## Билеты и посещение

- 💰 Бесплатно  
- 🎟️ Без билетов  
- 🆓 Доступ круглосуточный

## Лучшие точки для фото

- 📷 Аллею с морем  
- 📷 Уличную еду  
- 🌅 Закат

## Практическая информация

- **Адрес:** Rizal Boulevard, Dumaguete

## Как добраться

- 🚶 Пешком из центра  
- 🚕 Такси  
- 🗺️ Центр города Dumaguete

## Коммуникация & сервис

- 🕒 24/7  
- 🌐 Английский  
- 🚻 Общественные туалеты поблизости  
- 📶 Отличная мобильная связь

## Полезные нюансы

- 🌞 Утром — спорт и прогулки  
- 🌙 Вечером — еда и общение  
- 👕 Casual

## Локальная ценность

Rizal Boulevard — «гостиная» города, место встреч студентов, семей и путешественников.
",mixed
place,dumaguete-silliman-university,overview,ru,,"## Почему это важно?

- 🌟 Исторический университет (1901)  
- 🌍 Интеллектуальный центр региона  
- 📸 Колониальные здания и парки

## Структура комплекса

- 🏛️ Silliman Hall  
- 🏛️ Антропологический музей  
- 🚶 Прогулку по кампусу

## Билеты и посещение

- 💰 ~₱50 (музей)  
- 🎟️ Вход свободный  
- 🆓 Кампус открыт

## Лучшие точки для фото

- 📷 Silliman Hall  
- 📷 Газоны кампуса  
- 🌅 Свет сквозь деревья

## Практическая информация

- **Адрес:** Silliman Ave, Dumaguete

## Как добраться

- 🚶 Пешком от набережной  
- 🚕 Такси  
- 🗺️ Центральный Dumaguete

## Коммуникация & сервис

- 🕒 Днём  
- 🌐 Английский  
- 🚻 Туалеты  
- 📶 Wi-Fi в отдельных зонах

## Полезные нюансы

- ⚠️ Фото в музее запрещены  
- 🌞 Лучше в будни  
- 👕 Casual

## Локальная ценность

Университет формирует культурную и академическую идентичность Думагете.
",mixed
place,dumaguete-apo-island,overview,ru,,"## Почему это важно?

- 🌟 Лучшее место для сноркелинга с черепахами  
- 🌍 Старейший морской заповедник региона  
- 📸 Подводная жизнь и прозрачная вода

## Структура комплекса

- 🏞️ Turtle Beach  
- 🏞️ Коралловые рифы  
- 🚶 Деревню острова

## Билеты и посещение

- 💰 ~₱300–₱500 (тур)  
- 🎟️ Экосбор включён  
- 🆓 Купание разрешено

## Лучшие точки для фото

- 📷 Черепах под водой  
- 📷 Рифы  
- 🌅 Берег острова

## Практическая информация

- **Адрес:** Apo Island, Negros Oriental

## Как добраться

- 🚕 До Malatapay Port  
- 🚤 Лодка (~30 мин)  
- 🗺️ Юг от Dumaguete

## Коммуникация & сервис

- 🕒 Дневные туры  
- 🌐 Английский  
- 🚻 Минимальные удобства  
- 📶 Связь отсутствует

## Полезные нюансы

- ⚠️ Черепах нельзя трогать  
- 👕 Акваобувь  
- 🐾 Строгие экоправила

## Локальная ценность

Apo Island — пример успешного экотуризма, управляемого местным сообществом.
",mixed
place,dumaguete-casaroro-falls,overview,ru,,"## Почему это важно?

- 🌟 Один из самых красивых водопадов региона  
- 🌍 Нетронутая природа  
- 📸 Драматический ландшафт

## Структура комплекса

- 🏞️ Основной каскад  
- 🏞️ Горную тропу  
- 🚶 Каменные переправы

## Билеты и посещение

- 💰 ~₱100  
- 🎟️ Билет на входе  
- 🆓 Купание разрешено

## Лучшие точки для фото

- 📷 Водопад  
- 📷 Ущелье  
- 🌅 Свет сквозь листву

## Практическая информация

- **Адрес:** Valencia, Negros Oriental

## Как добраться

- 🚕 Такси / мотобайк  
- 🗺️ Valencia, Negros Oriental

## Коммуникация & сервис

- 🕒 Днём  
- 🌐 Английский  
- 🚻 Минимальные удобства  
- 📶 Связь слабая

## Полезные нюансы

- ⚠️ Скользко после дождя  
- 👕 Трекинговая обувь  
- 🌞 Лучше утром

## Локальная ценность

Касароро — символ горной природы Негроса и любимое место местных.
",mixed
place,dumaguete-sans-rival-cakes-pastries,overview,ru,,"## Что попробовать обязательно

- 🍽️ Silvanas  
- 🍽️ Sans Rival cake  
- 🍹 Кофе или горячий шоколад

## Цены

- 💰 ₱200–₱400  
- 🧾 Десерты и кафе  
- 🆓 Упаковка для сувениров

## Как добраться

- 🚶 Пешком от Rizal Blvd  
- 🚕 Такси  
- 🗺️ Центр Dumaguete

## Коммуникация & сервис

- 🕒 7:00–22:00  
- 🌐 Английский  
- 📶 Wi-Fi  
- 💳 Cash / card

## Полезные нюансы

- ⚠️ Популярно — очереди  
- 🌞 Лучше днём  
- 👕 Casual

## Локальная ценность

Sans Rival — гастрономическая визитка Думагете, известная по всей стране.

## Лучшие точки для фото

- 📷 Silvanas  
- 📷 Витрину  
- 🌅 Кафе вечером

## Практическая информация

- **Адрес:** Rizal Blvd, Dumaguete

## Почему это важно?

- 🌟 Кулинарный символ города  
- 🌍 Семейные рецепты  
- 📸 Витрина десертов
",mixed
place,dumaguete-lab-as-seafood-restaurant,overview,ru,,"## Что попробовать обязательно

- 🍽️ Kinilaw  
- 🍽️ Grilled fish  
- 🍹 Местное пиво

## Цены

- 💰 ₱400–₱700  
- 🧾 À la carte  
- 🆓 Большие порции

## Как добраться

- 🚕 Такси  
- 🗺️ Север Dumaguete

## Коммуникация & сервис

- 🕒 16:00–22:00  
- 🌐 Английский  
- 📶 Нет Wi-Fi  
- 💳 Cash

## Полезные нюансы

- ⚠️ Лучше приходить вечером  
- 🌞 Закатный вид  
- 👕 Casual

## Локальная ценность

Lab-as — место встреч местных и путешественников, отражающее гастрономическую культуру города.

## Лучшие точки для фото

- 📷 Морепродукты  
- 📷 Террасу  
- 🌅 Закат над морем

## Практическая информация

- **Адрес:** Dumaguete North Rd

## Почему это важно?

- 🌟 Свежайшие морепродукты  
- 🌍 Ужин у моря  
- 📸 Живая атмосфера
",mixed
place,mnl-intramuros,overview,ru,,"## Почему это важно?

- 🌟 Колыбель Манилы и центр испанской колониальной власти  
- 🌍 Ключевой исторический и культурный район страны  
- 📸 Каменные стены, булыжные улицы, старинная архитектура

## Структура комплекса

- 🏛️ Форт Сантьяго — бывшая военная крепость и тюрьма Хосе Рисаля  
- 🏛️ Церковь Сан-Агустин (1607) — объект ЮНЕСКО  
- 🚶 Прогулка по бастионам и площади Plaza de Roma

## Билеты и посещение

- 💰 Большинство зон — бесплатно  
- 🎟️ Отдельные музеи и форт: ₱75–₱150  
- 🆓 Уличные пространства доступны всегда

## Лучшие точки для фото

- 📷 Каменные ворота и стены  
- 📷 Интерьеры Сан-Агустина  
- 🌅 Подсветку бастионов вечером

## Практическая информация

- **Адрес:** Intramuros, Manila  
- **Сайт:** [https://intramuros.gov.ph](https://intramuros.gov.ph)

## Как добраться

- 🚕 Такси / Grab из любого района Манилы  
- 🚌 Джипни и автобусы до района Intramuros  
- 🗺️ Ориентир: Manila Cathedral / Fort Santiago

## Коммуникация & сервис

- 🕒 Доступ круглосуточный (музеи по расписанию)  
- 🌐 Английский и филиппинский  
- 🚻 Туалеты и кафе внутри комплекса  
- 📶 Мобильная связь стабильная

## Полезные нюансы

- ⚠️ Жарко днём — минимум тени  
- 🌞 Лучшее время: утро или закат  
- 👕 Лёгкая одежда, удобная обувь  
- 🐾 Соблюдайте правила в храмах

## Локальная ценность

Интрамурос — символ исторической памяти Манилы. Для местных это место национального самосознания, школьных экскурсий и культурных мероприятий.
",mixed
place,mnl-rizal-park,overview,ru,,"## Почему это важно?

- 🌟 Национальный мемориал Хосе Рисаля  
- 🌍 Политический и культурный символ страны  
- 📸 Просторные аллеи, монументы и фонтаны

## Структура комплекса

- 🏛️ Монумент Хосе Рисаля  
- 🏞️ Японский и Китайский сады  
- 🚶 Вечернее шоу фонтанов

## Билеты и посещение

- 💰 Бесплатно  
- 🎟️ Музеи рядом — по отдельным билетам  
- 🆓 Парк открыт ежедневно

## Лучшие точки для фото

- 📷 Монумент Рисаля  
- 📷 Аллеи и фонтаны  
- 🌅 Закат над парком

## Практическая информация

- **Адрес:** Roxas Blvd, Manila

## Как добраться

- 🚶 Пешком из Intramuros  
- 🚕 Такси / Grab  
- 🚌 Остановка Rizal Park

## Коммуникация & сервис

- 🕒 5:00–21:00  
- 🌐 Английский  
- 🚻 Туалеты и охрана  
- 📶 Связь стабильная

## Полезные нюансы

- 🌞 Лучше утром или вечером  
- 👕 Защита от солнца обязательна  
- ⚠️ В выходные многолюдно

## Локальная ценность

Парк — место государственных церемоний, прогулок и встреч. Здесь формируется национальная идентичность Филиппин.
",mixed
