entity_type,entity_id,tab_key,lang,title,body_markdown,source
place,vvg-sunset-point-nam-song,overview,ru,,"## Почему это важно?

- 🌟 Лучшие закаты Вангвьенга  
- 🌍 Природная смотровая зона  
- 📸 Река и карст

## Билеты и посещение

- 💰 Бесплатно  
- 🎟️ —  
- 🆓 Свободный доступ

## Лучшие точки для фото

- 📷 Реку  
- 📷 Горы  
- 🌅 Закат

## Практическая информация

- **Адрес:** Nam Song Riverside  
- **Сайт:** —  
- **Телефон:** —

## Как добраться

- 🚶 Пешком из центра  
- 🗺️ Берег Нам Сонг

## Полезные нюансы

- ⚠️ Много людей вечером  
- 🌞 Лучшее время — закат  
- 👕 Casual  
- 🐾 —

## Локальная ценность

Точка стала частью городской прогулочной культуры.
",editorial
place,vvg-organic-mulberry-farm-cafe,overview,ru,,"## Как добраться

- 🚕 Тук-тук  
- 🛵 Байк  
- 🗺️ Окрестности города

## Полезные нюансы

- ⚠️ Днём жарко  
- 🌞 Лучше утром  
- 👕 Лёгкая одежда  
- 🐾 —

## Локальная ценность

Ферма поддерживает устойчивое сельское хозяйство региона.

## Лучшие точки для фото

- 📷 Поля и горы  
- 📷 Напитки  
- 🌅 Пейзажи

## Практическая информация

- **Адрес:** Near Vang Vieng  
- **Сайт:** —  
- **Телефон:** —

## Почему это важно?

- 🌟 Экологичный формат  
- 🌍 Локальные продукты  
- 📸 Виды на карст

## Билеты и посещение

- 💰 Бюджет–средний  
- 🎟️ —  
- 🆓 —
",editorial
place,vvg-smile-beach-bar,overview,ru,,"## Как добраться

- 🚶 Пешком из центра  
- 🗺️ Nam Song Riverside

## Полезные нюансы

- ⚠️ Популярно вечером  
- 🌞 Лучше к закату  
- 👕 Casual  
- 🐾 —

## Локальная ценность

Бар стал частью туристической инфраструктуры Вангвьенга.

## Лучшие точки для фото

- 📷 Лежаки у воды  
- 📷 Коктейли  
- 🌅 Закат

## Практическая информация

- **Адрес:** Riverside, Vang Vieng  
- **Сайт:** —  
- **Телефон:** —

## Почему это важно?

- 🌟 Бар с видом на реку  
- 🌍 Backpacker-атмосфера  
- 📸 Закаты

## Билеты и посещение

- 💰 Средний чек  
- 🎟️ —  
- 🆓 —
",editorial
place,vvg-gary-s-irish-bar,overview,ru,,"## Как добраться

- 🚶 Пешком из центра  
- 🗺️ Downtown Vang Vieng

## Полезные нюансы

- ⚠️ Шумно вечером  
- 🌞 Лучше после заката  
- 👕 Casual  
- 🐾 —

## Локальная ценность

Бар объединяет туристов и местных жителей.

## Лучшие точки для фото

- 📷 Интерьер  
- 📷 Барную стойку  
- 🌅 Вечернюю атмосферу

## Практическая информация

- **Адрес:** Vang Vieng  
- **Сайт:** —  
- **Телефон:** —

## Почему это важно?

- 🌟 Международная атмосфера  
- 🌍 Живая музыка и спорт  
- 📸 Интерьер и публика

## Билеты и посещение

- 💰 Средний чек  
- 🎟️ —  
- 🆓 —
",editorial
place,vvg-cafe-de-vang-vieng,overview,ru,,"## Как добраться

- 🚶 Пешком из центра  
- 🗺️ Downtown Vang Vieng

## Полезные нюансы

- ⚠️ Многолюдно утром  
- 🌞 Лучше приходить рано  
- 👕 Casual  
- 🐾 —

## Локальная ценность

Кафе поддерживает локальный малый бизнес и туристическую инфраструктуру города.

## Лучшие точки для фото

- 📷 Завтраки  
- 📷 Вид на горы  
- 🌅 Утренний свет

## Практическая информация

- **Адрес:** Vang Vieng  
- **Сайт:** —  
- **Телефон:** —

## Почему это важно?

- 🌟 Лучшее место для завтрака  
- 🌍 Вид на карстовые пейзажи  
- 📸 Утренний свет и горы

## Билеты и посещение

- 💰 Бюджет–средний  
- 🎟️ —  
- 🆓 —
",editorial
place,vvg-kangaroo-sunset-bar,overview,ru,,"## Как добраться

- 🚶 Пешком из центра  
- 🗺️ Nam Song Riverside

## Полезные нюансы

- ⚠️ Многолюдно вечером  
- 🌞 Лучше к закату  
- 👕 Casual  
- 🐾 —

## Локальная ценность

Бар стал неформальным местом общения туристов и местных жителей.

## Лучшие точки для фото

- 📷 Террасу  
- 📷 Реку  
- 🌅 Закат

## Практическая информация

- **Адрес:** Riverside, Vang Vieng  
- **Сайт:** —  
- **Телефон:** —

## Почему это важно?

- 🌟 Отличное место для заката  
- 🌍 Backpacker-атмосфера  
- 📸 Вид на реку Нам Сонг

## Билеты и посещение

- 💰 Средний чек  
- 🎟️ —  
- 🆓 —
",editorial
place,vvg-peeping-som-s-bar-restaurant,overview,ru,,"## Как добраться

- 🚶 Пешком из центра  
- 🗺️ Nam Song Riverside

## Полезные нюансы

- ⚠️ Лучше бронировать столик у воды  
- 🌞 Лучшее время — закат  
- 👕 Casual  
- 🐾 —

## Локальная ценность

Заведение поддерживает туристическую экономику и вечернюю жизнь города.

## Лучшие точки для фото

- 📷 Столы у реки  
- 📷 Коктейли  
- 🌅 Закат

## Практическая информация

- **Адрес:** Riverside, Vang Vieng  
- **Сайт:** —  
- **Телефон:** —

## Почему это важно?

- 🌟 Панорамный вид на реку  
- 🌍 Популярное вечернее место  
- 📸 Подсветка и отражения воды

## Билеты и посещение

- 💰 Средний чек  
- 🎟️ —  
- 🆓 —
",editorial
place,vvg-sakura-bar,overview,ru,,"## Как добраться

- 🚶 Пешком из центра  
- 🗺️ Downtown Vang Vieng

## Полезные нюансы

- ⚠️ Шумно и людно  
- 🌞 Только для взрослых  
- 👕 Casual  
- 🐾 —

## Локальная ценность

Бар формирует ночной имидж Вангвьенга и поддерживает туристический поток.

## Лучшие точки для фото

- 📷 Танцпол  
- 📷 Свет  
- 🌅 Ночные сцены

## Практическая информация

- **Адрес:** Vang Vieng  
- **Сайт:** —  
- **Телефон:** —

## Почему это важно?

- 🌟 Центр ночной жизни  
- 🌍 Популярен у backpacker-сообщества  
- 📸 Танцпол и свет

## Билеты и посещение

- 💰 Бюджетный–средний  
- 🎟️ Вход свободный  
- 🆓 —
",editorial
place,lpq-wat-xieng-thong,overview,ru,,"## Почему это важно?

- 🌟 Самый красивый и значимый храм Луангпхабанга  
- 🌍 Ключевой памятник королевского периода Лаоса  
- 📸 Резные фасады, золотые орнаменты и крыши

## Структура комплекса

- 🛕 Главный храм с мозаикой «Дерево жизни»  
- 🏛 Королевские погребальные часовни  
- 🚶 Территорию храмового комплекса

## Билеты и посещение

- 💰 ~30 000 LAK  
- 🎟️ Билет приобретается на входе  
- 🆓 Детям — бесплатно

## Лучшие точки для фото

- 📷 Фасад храма  
- 📷 Мозаику «Дерево жизни»  
- 🌅 Свет на крыше в утренние часы

## Практическая информация

- **Адрес:** Khem Khong, Luang Prabang  
- **Сайт:** —  
- **Телефон:** —

## Как добраться

- 🚶 Пешком из исторического центра  
- 🚕 Такси / тук-тук  
- 🗺️ Старый город, у слияния рек

## Полезные нюансы

- ⚠️ Строгий дресс-код  
- 🌞 Лучше посещать утром  
- 👕 Закрытые плечи и колени  
- 🐾 Тихое поведение

## Локальная ценность

Храм остаётся важнейшим духовным центром города и объектом сохранения культурного наследия Лаоса.
",editorial
place,lpq-mount-phousi,overview,ru,,"## Почему это важно?

- 🌟 Лучший вид на город  
- 🌍 Священное место  
- 📸 Закаты над Меконгом

## Структура комплекса

- 🧗 Подъём по ступеням  
- 🛕 Храм на вершине  
- 🌅 Закат

## Билеты и посещение

- 💰 ~20 000 LAK  
- 🎟️ Билет на входе  
- 🆓 —

## Лучшие точки для фото

- 📷 Панораму города  
- 📷 Меконг  
- 🌅 Закат

## Практическая информация

- **Адрес:** Sisavangvong Rd  
- **Сайт:** —  
- **Телефон:** —

## Как добраться

- 🚶 Пешком из центра  
- 🗺️ Центр города

## Полезные нюансы

- ⚠️ Много туристов на закате  
- 🌞 Приходить заранее  
- 👕 Удобная обувь  
- 🐾 Осторожно на ступенях

## Локальная ценность

Место играет роль духовной и визуальной доминанты Луангпхабанга.
",editorial
place,lpq-kuang-si-falls,overview,ru,,"## Почему это важно?

- 🌟 Самые красивые водопады страны  
- 🌍 Природный заповедник  
- 📸 Бирюзовая вода и каскады

## Структура комплекса

- 💦 Купание в бассейнах  
- 🚶 Прогулку по тропам  
- 🐻 Центр спасения медведей

## Билеты и посещение

- 💰 ~25 000 LAK  
- 🎟️ Билет включает территорию  
- 🆓 —

## Лучшие точки для фото

- 📷 Каскады  
- 📷 Бирюзовые бассейны  
- 🌅 Свет в лесу

## Практическая информация

- **Адрес:** Kuang Si Waterfall Park  
- **Сайт:** —  
- **Телефон:** —

## Как добраться

- 🚕 Такси / тук-тук  
- 🚌 Экскурсия  
- 🗺️ ~30 км от города

## Полезные нюансы

- ⚠️ Купание разрешено не везде  
- 🌞 Лучше утром  
- 👕 Купальная одежда  
- 🐾 Соблюдать экоправила

## Локальная ценность

Водопады поддерживают экотуризм и программы охраны природы в регионе.
",editorial
place,lpq-royal-palace-museum,overview,ru,,"## Почему это важно?

- 🌟 Главный исторический музей города  
- 🌍 Связь с королевским прошлым Лаоса  
- 📸 Колониальная архитектура и интерьеры

## Структура комплекса

- 🏛 Тронный зал  
- 🗡 Королевские регалии  
- 🖼 Коллекции подарков иностранным делегациям

## Билеты и посещение

- 💰 ~30 000 LAK  
- 🎟️ Билет на входе  
- 🆓 —

## Лучшие точки для фото

- 📷 Фасад дворца  
- 📷 Ворота и сад  
- 🌅 Площадь перед музеем

## Практическая информация

- **Адрес:** Sisavangvong Rd, Luang Prabang  
- **Сайт:** —  
- **Телефон:** —

## Как добраться

- 🚶 Пешком из старого города  
- 🚕 Тук-тук  
- 🗺️ Sisavangvong Road

## Полезные нюансы

- ⚠️ Фото внутри запрещены  
- 🌞 Лучше посещать днём  
- 👕 Скромная одежда  
- 🐾 —

## Локальная ценность

Музей сохраняет историческую память о королевском периоде и национальной идентичности Лаоса.
",editorial
place,lpq-alms-giving-ceremony,overview,ru,,"## Почему это важно?

- 🌟 Уникальный буддийский ритуал  
- 🌍 Живая духовная традиция  
- 📸 Монахи в шафрановых одеждах

## Структура комплекса

- 🧘 Саму церемонию  
- 🛕 Улицы старого города на рассвете  
- 📿 Атмосферу тишины

## Билеты и посещение

- 💰 Бесплатно  
- 🎟️ —  
- 🆓 Свободное наблюдение

## Лучшие точки для фото

- 📷 Процесс подаяния  
- 📷 Монахов в движении  
- 🌅 Рассветные улицы

## Практическая информация

- **Адрес:** Old Town streets  
- **Сайт:** —  
- **Телефон:** —

## Как добраться

- 🚶 Пешком по старому городу  
- 🗺️ Улицы Sisavangvong / Sakkaline

## Полезные нюансы

- ⚠️ Нельзя мешать монахам  
- 🌞 Приходить до рассвета  
- 👕 Скромная одежда  
- 🐾 Фото без вспышки

## Локальная ценность

Церемония — основа духовной жизни города и важная часть буддийской практики.
",editorial
place,lpq-pak-ou-caves,overview,ru,,"## Почему это важно?

- 🌟 Одна из самых необычных святынь Лаоса  
- 🌍 Духовное значение для региона  
- 📸 Пещеры над рекой

## Структура комплекса

- 🛕 Нижнюю и верхнюю пещеры  
- 🚤 Путешествие по Меконгу  
- 📿 Статуэтки Будды

## Билеты и посещение

- 💰 ~20 000 LAK  
- 🎟️ Лодка — платно  
- 🆓 —

## Лучшие точки для фото

- 📷 Пещеры снаружи  
- 📷 Статуи Будды  
- 🌅 Реку Меконг

## Практическая информация

- **Адрес:** Pak Ou, Luang Prabang Province  
- **Сайт:** —  
- **Телефон:** —

## Как добраться

- 🚤 Лодка из Луангпхабанга  
- 🗺️ Вверх по Меконгу

## Полезные нюансы

- ⚠️ Крутые ступени  
- 🌞 Лучше днём  
- 👕 Удобная обувь  
- 🐾 Осторожно внутри пещер

## Локальная ценность

Пещеры веками служили местом паломничества и объединяют буддийские общины региона.
",editorial
place,lpq-night-market,overview,ru,,"## Почему это важно?

- 🌟 Главный рынок города  
- 🌍 Локальная культура и ремёсла  
- 📸 Атмосфера вечера

## Структура комплекса

- 🛍 Сувениры ручной работы  
- 🍢 Уличную еду  
- 🎶 Вечернюю атмосферу

## Билеты и посещение

- 💰 Бесплатно  
- 🎟️ Покупки — по желанию  
- 🆓 Вход свободный

## Лучшие точки для фото

- 📷 Ряды лавок  
- 📷 Уличную еду  
- 🌅 Вечерний свет

## Практическая информация

- **Адрес:** Night Market Street  
- **Сайт:** —  
- **Телефон:** —

## Как добраться

- 🚶 Пешком из центра  
- 🗺️ Sisavangvong Road

## Полезные нюансы

- ⚠️ Торг уместен  
- 🌞 Лучше вечером  
- 👕 Casual  
- 🐾 —

## Локальная ценность

Рынок поддерживает ремесленников и мелких торговцев Луангпхабанга.
",editorial
